ID	Label	PrefLabel	Synonyms	Exemplar	Classification	Comment	part of	part evidence comment	part evidence pub	part evidence dbxref	location	location evidence comment	location evidence pub	location evidence dbxref	has soma location	soma location evidence comment	soma location evidence pub	soma location evidence dbxref	cell morphology phenotype	cell morphology evidence comment	cell morphology evidence pub	cell morphology evidence dbxref	Class_type
http://brain_data_standards/scratch_3f072540-28da-11eb-a744-0242ac110002	HM 016	Sst 4		AllenDend:CS201908211_16																			subclass
http://brain_data_standards/scratch_3f07269e-28da-11eb-a744-0242ac110002	HM 017	Sst 5		AllenDend:CS201908211_17																			subclass
http://brain_data_standards/scratch_3f072748-28da-11eb-a744-0242ac110002	HM 018-020	Pvalb		AllenDend:CS201908211_66																			subclass
http://brain_data_standards/scratch_3f072806-28da-11eb-a744-0242ac110002	HM 018-019			AllenDend:CS201908211_67																			subclass
http://brain_data_standards/scratch_3f07293c-28da-11eb-a744-0242ac110002	HM 018	Pvalb 1		AllenDend:CS201908211_18																			subclass
http://brain_data_standards/scratch_3f072a5e-28da-11eb-a744-0242ac110002	HM 019	Pvalb 2		AllenDend:CS201908211_19																			subclass
http://brain_data_standards/scratch_3f072b26-28da-11eb-a744-0242ac110002	HM 020	Chandelier		AllenDend:CS201908211_20																			subclass
http://brain_data_standards/scratch_3f072c52-28da-11eb-a744-0242ac110002	HM 021-033	Glutamatergic		AllenDend:CS201908211_68																			subclass
http://brain_data_standards/scratch_3f072d88-28da-11eb-a744-0242ac110002	HM 021-032			AllenDend:CS201908211_69																			subclass
http://brain_data_standards/scratch_3f072ebe-28da-11eb-a744-0242ac110002	HM 021-028	IT		AllenDend:CS201908211_70																			subclass
http://brain_data_standards/scratch_3f072ffe-28da-11eb-a744-0242ac110002	HM 021-025	L4-6 IT		AllenDend:CS201908211_71																			subclass
http://brain_data_standards/scratch_3f073134-28da-11eb-a744-0242ac110002	HM 021	Exc L5/6 IT 1		AllenDend:CS201908211_21																			subclass
http://brain_data_standards/scratch_3f073274-28da-11eb-a744-0242ac110002	HM 022-025			AllenDend:CS201908211_72																			subclass
http://brain_data_standards/scratch_3f07356c-28da-11eb-a744-0242ac110002	HM 022-023			AllenDend:CS201908211_73																			subclass
http://brain_data_standards/scratch_3f0736fc-28da-11eb-a744-0242ac110002	HM 022	Exc L4/5 IT		AllenDend:CS201908211_22																			subclass
http://brain_data_standards/scratch_3f073800-28da-11eb-a744-0242ac110002	HM 023	Exc L3/5 IT		AllenDend:CS201908211_23																			subclass
http://brain_data_standards/scratch_3f073990-28da-11eb-a744-0242ac110002	HM 024-025			AllenDend:CS201908211_74																			subclass
http://brain_data_standards/scratch_3f073abc-28da-11eb-a744-0242ac110002	HM 024	Exc L5/6 IT 2		AllenDend:CS201908211_24																			subclass
http://brain_data_standards/scratch_3f073bfc-28da-11eb-a744-0242ac110002	HM 025	Exc L5/6 IT 3		AllenDend:CS201908211_25																			subclass
http://brain_data_standards/scratch_3f073d3c-28da-11eb-a744-0242ac110002	HM 026-028			AllenDend:CS201908211_75																			subclass
http://brain_data_standards/scratch_3f073e5e-28da-11eb-a744-0242ac110002	HM 026-027			AllenDend:CS201908211_76																			subclass
http://brain_data_standards/scratch_3f073f08-28da-11eb-a744-0242ac110002	HM 026	Exc L2/3 IT		AllenDend:CS201908211_26																			subclass
http://brain_data_standards/scratch_3f073f8a-28da-11eb-a744-0242ac110002	HM 027	Exc L6 IT 1		AllenDend:CS201908211_27																			subclass
http://brain_data_standards/scratch_3f074020-28da-11eb-a744-0242ac110002	HM 028	Exc L6 IT 2		AllenDend:CS201908211_28																			subclass
http://brain_data_standards/scratch_3f0740f2-28da-11eb-a744-0242ac110002	HM 029-032			AllenDend:CS201908211_77																			subclass
http://brain_data_standards/scratch_3f07421e-28da-11eb-a744-0242ac110002	HM 029-030	L5 ET		AllenDend:CS201908211_78																			subclass
http://brain_data_standards/scratch_3f07435e-28da-11eb-a744-0242ac110002	HM 029	Exc L5 PT		AllenDend:CS201908211_29																			subclass
http://brain_data_standards/scratch_3f074462-28da-11eb-a744-0242ac110002	HM 030	Exc L5 PT (Mouse)		AllenDend:CS201908211_30																			subclass
http://brain_data_standards/scratch_3f074516-28da-11eb-a744-0242ac110002	HM 031-032			AllenDend:CS201908211_79																			subclass
http://brain_data_standards/scratch_3f0745ca-28da-11eb-a744-0242ac110002	HM 031	Exc L6 CT		AllenDend:CS201908211_31																			subclass
http://brain_data_standards/scratch_3f074700-28da-11eb-a744-0242ac110002	HM 032	Exc L6b		AllenDend:CS201908211_32																			subclass
http://brain_data_standards/scratch_3f074840-28da-11eb-a744-0242ac110002	HM 033	Exc L5/6 NP		AllenDend:CS201908211_33																			subclass
http://brain_data_standards/scratch_3f0749f8-28da-11eb-a744-0242ac110002	HM 034	Meis2		AllenDend:CS201908211_34																			subclass
http://brain_data_standards/scratch_3f074afc-28da-11eb-a744-0242ac110002	HM 035	Cajal Retzius		AllenDend:CS201908211_35																			subclass
http://brain_data_standards/scratch_3f074ba6-28da-11eb-a744-0242ac110002	HM 036-038			AllenDend:CS201908211_80																			subclass
http://brain_data_standards/scratch_3f074c5a-28da-11eb-a744-0242ac110002	HM 036-037			AllenDend:CS201908211_81																			subclass
http://brain_data_standards/scratch_3f074d86-28da-11eb-a744-0242ac110002	HM 036	Astrocyte		AllenDend:CS201908211_36																			subclass
http://brain_data_standards/scratch_3f074ea8-28da-11eb-a744-0242ac110002	HM 037	OPC		AllenDend:CS201908211_37																			subclass
http://brain_data_standards/scratch_3f074f7a-28da-11eb-a744-0242ac110002	HM 038	Oligodendrocyte		AllenDend:CS201908211_38																			subclass
http://brain_data_standards/scratch_3f0750b0-28da-11eb-a744-0242ac110002	HM 039-043			AllenDend:CS201908211_82																			subclass
http://brain_data_standards/scratch_3f0751e6-28da-11eb-a744-0242ac110002	HM 039	Microglia-PVM		AllenDend:CS201908211_39																			subclass
http://brain_data_standards/scratch_3f0752ea-28da-11eb-a744-0242ac110002	HM 040-043			AllenDend:CS201908211_83																			subclass
http://brain_data_standards/scratch_3f07539e-28da-11eb-a744-0242ac110002	HM 040	Endothelial		AllenDend:CS201908211_40																			subclass
http://brain_data_standards/scratch_3f075452-28da-11eb-a744-0242ac110002	HM 041-043			AllenDend:CS201908211_84																			subclass
http://brain_data_standards/scratch_3f07557e-28da-11eb-a744-0242ac110002	HM 041-042			AllenDend:CS201908211_85																			subclass
http://brain_data_standards/scratch_3f0756b4-28da-11eb-a744-0242ac110002	HM 041	Pericyte		AllenDend:CS201908211_41																			subclass
http://brain_data_standards/scratch_3f0757ea-28da-11eb-a744-0242ac110002	HM 042	SMC		AllenDend:CS201908211_42																			subclass
http://brain_data_standards/scratch_3f075916-28da-11eb-a744-0242ac110002	HM 043	VLMC		AllenDend:CS201908211_43																			subclass
