AllenDend:CS202002013_10	RNAseq 010 - CS202002013_10	Sncg Slc17a8 - CS202002013_10	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_134	Sncg Slc17a8	
AllenDend:CS202002013_135	RNAseq 011-014 - CS202002013_135	 - CS202002013_135	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_133	n19	
AllenDend:CS202002013_136	RNAseq 011-012 - CS202002013_136	 - CS202002013_136	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_135	n20	
AllenDend:CS202002013_11	RNAseq 011 - CS202002013_11	Sncg Calb1_1 - CS202002013_11	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_136	Sncg Calb1_1	
AllenDend:CS202002013_12	RNAseq 012 - CS202002013_12	Sncg Calb1_2 - CS202002013_12	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_136	Sncg Calb1_2	
AllenDend:CS202002013_137	RNAseq 013-014 - CS202002013_137	 - CS202002013_137	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_135	n21	
AllenDend:CS202002013_13	RNAseq 013 - CS202002013_13	Sncg Npy2r - CS202002013_13	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_137	Sncg Npy2r	
AllenDend:CS202002013_14	RNAseq 014 - CS202002013_14	Vip Sncg - CS202002013_14	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_137	Vip Sncg	
AllenDend:CS202002013_138	RNAseq 015-027 - CS202002013_138	Vip - CS202002013_138	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_132	n22|Vip	
AllenDend:CS202002013_139	RNAseq 015-017 - CS202002013_139	 - CS202002013_139	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_138	n23	
AllenDend:CS202002013_140	RNAseq 015-016 - CS202002013_140	 - CS202002013_140	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_139	n24	
AllenDend:CS202002013_15	RNAseq 015 - CS202002013_15	Vip Serpinf1_1 - CS202002013_15	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_140	Vip Serpinf1_1	
AllenDend:CS202002013_16	RNAseq 016 - CS202002013_16	Vip Serpinf1_2 - CS202002013_16	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_140	Vip Serpinf1_2	
AllenDend:CS202002013_17	RNAseq 017 - CS202002013_17	Vip Serpinf1_3 - CS202002013_17	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_139	Vip Serpinf1_3	
AllenDend:CS202002013_141	RNAseq 018-027 - CS202002013_141	 - CS202002013_141	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_138	n25	
AllenDend:CS202002013_142	RNAseq 018-025 - CS202002013_142	 - CS202002013_142	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_141	n26	
AllenDend:CS202002013_143	RNAseq 018-020 - CS202002013_143	 - CS202002013_143	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_142	n27	
AllenDend:CS202002013_18	RNAseq 018 - CS202002013_18	Vip Htr1f - CS202002013_18	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_143	Vip Htr1f	
AllenDend:CS202002013_144	RNAseq 019-020 - CS202002013_144	 - CS202002013_144	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_143	n28	
AllenDend:CS202002013_19	RNAseq 019 - CS202002013_19	Vip Gpc3 - CS202002013_19	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_144	Vip Gpc3	
AllenDend:CS202002013_20	RNAseq 020 - CS202002013_20	Vip C1ql1 - CS202002013_20	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_144	Vip C1ql1	
AllenDend:CS202002013_145	RNAseq 021-025 - CS202002013_145	 - CS202002013_145	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_142	n29	
AllenDend:CS202002013_21	RNAseq 021 - CS202002013_21	Vip Mybpc1_2 - CS202002013_21	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_145	Vip Mybpc1_2	
AllenDend:CS202002013_146	RNAseq 022-025 - CS202002013_146	 - CS202002013_146	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_145	n30	
AllenDend:CS202002013_147	RNAseq 022-023 - CS202002013_147	 - CS202002013_147	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_146	n31	
AllenDend:CS202002013_22	RNAseq 022 - CS202002013_22	Vip Mybpc1_1 - CS202002013_22	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_147	Vip Mybpc1_1	
AllenDend:CS202002013_23	RNAseq 023 - CS202002013_23	Vip Chat_1 - CS202002013_23	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_147	Vip Chat_1	
AllenDend:CS202002013_148	RNAseq 024-025 - CS202002013_148	 - CS202002013_148	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_146	n32	
AllenDend:CS202002013_24	RNAseq 024 - CS202002013_24	Vip Mybpc1_3 - CS202002013_24	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_148	Vip Mybpc1_3	
AllenDend:CS202002013_25	RNAseq 025 - CS202002013_25	Vip Chat_2 - CS202002013_25	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_148	Vip Chat_2	
AllenDend:CS202002013_149	RNAseq 026-027 - CS202002013_149	Vip_4 - CS202002013_149	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_141	n33	
AllenDend:CS202002013_26	RNAseq 026 - CS202002013_26	Vip Igfbp6_1 - CS202002013_26	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_149	Vip Igfbp6_1	
AllenDend:CS202002013_27	RNAseq 027 - CS202002013_27	Vip Igfbp6_2 - CS202002013_27	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_149	Vip Igfbp6_2	
AllenDend:CS202002013_150	RNAseq 028-057 - CS202002013_150	MGE - CS202002013_150	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_123	n34|MGE	
AllenDend:CS202002013_28	RNAseq 028 - CS202002013_28	Sst Chodl - CS202002013_28	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_150	Sst Chodl|Sst Chodl	
AllenDend:CS202002013_151	RNAseq 029-057 - CS202002013_151	 - CS202002013_151	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_150	n35	
AllenDend:CS202002013_152	RNAseq 029-045 - CS202002013_152	 - CS202002013_152	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_151	n36	
AllenDend:CS202002013_153	RNAseq 029-041 - CS202002013_153	 - CS202002013_153	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_152	n37	
AllenDend:CS202002013_154	RNAseq 029-033 - CS202002013_154	 - CS202002013_154	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_153	n38	
AllenDend:CS202002013_155	RNAseq 029-030 - CS202002013_155	 - CS202002013_155	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_154	n39	
AllenDend:CS202002013_29	RNAseq 029 - CS202002013_29	Sst Penk - CS202002013_29	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_155	Sst Penk	
AllenDend:CS202002013_30	RNAseq 030 - CS202002013_30	Sst Myh8_1 - CS202002013_30	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_155	Sst Myh8_1	
AllenDend:CS202002013_156	RNAseq 031-033 - CS202002013_156	Sst_1 - CS202002013_156	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_154	n40	
AllenDend:CS202002013_157	RNAseq 031-032 - CS202002013_157	 - CS202002013_157	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_156	n41	
AllenDend:CS202002013_31	RNAseq 031 - CS202002013_31	Sst Myh8_2 - CS202002013_31	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_157	Sst Myh8_2	
AllenDend:CS202002013_32	RNAseq 032 - CS202002013_32	Sst Myh8_3 - CS202002013_32	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_157	Sst Myh8_3	
AllenDend:CS202002013_33	RNAseq 033 - CS202002013_33	Sst Htr1a - CS202002013_33	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_156	Sst Htr1a	
AllenDend:CS202002013_158	RNAseq 034-041 - CS202002013_158	 - CS202002013_158	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_153	n42	
AllenDend:CS202002013_159	RNAseq 034-035 - CS202002013_159	 - CS202002013_159	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_158	n43	
AllenDend:CS202002013_34	RNAseq 034 - CS202002013_34	Sst Etv1 - CS202002013_34	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_159	Sst Etv1	
AllenDend:CS202002013_35	RNAseq 035 - CS202002013_35	Sst Pvalb Etv1 - CS202002013_35	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_159	Sst Pvalb Etv1	
AllenDend:CS202002013_160	RNAseq 036-041 - CS202002013_160	 - CS202002013_160	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_158	n44	
AllenDend:CS202002013_161	RNAseq 036-037 - CS202002013_161	 - CS202002013_161	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_160	n45	
AllenDend:CS202002013_36	RNAseq 036 - CS202002013_36	Sst Crhr2_1 - CS202002013_36	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_161	Sst Crhr2_1	
AllenDend:CS202002013_37	RNAseq 037 - CS202002013_37	Sst Crhr2_2 - CS202002013_37	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_161	Sst Crhr2_2	
AllenDend:CS202002013_162	RNAseq 038-041 - CS202002013_162	 - CS202002013_162	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_160	n46	
AllenDend:CS202002013_163	RNAseq 038-040 - CS202002013_163	 - CS202002013_163	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_162	n47	
AllenDend:CS202002013_38	RNAseq 038 - CS202002013_38	Sst Hpse - CS202002013_38	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_163	Sst Hpse	
AllenDend:CS202002013_164	RNAseq 039-040 - CS202002013_164	 - CS202002013_164	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_163	n48	
AllenDend:CS202002013_39	RNAseq 039 - CS202002013_39	Sst Calb2 - CS202002013_39	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_164	Sst Calb2	
AllenDend:CS202002013_40	RNAseq 040 - CS202002013_40	Sst Pappa - CS202002013_40	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_164	Sst Pappa	
AllenDend:CS202002013_41	RNAseq 041 - CS202002013_41	Sst Pvalb Calb2 - CS202002013_41	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_162	Sst Pvalb Calb2	
AllenDend:CS202002013_165	RNAseq 042-045 - CS202002013_165	 - CS202002013_165	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_152	n49	
AllenDend:CS202002013_166	RNAseq 042-043 - CS202002013_166	 - CS202002013_166	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_165	n50	
AllenDend:CS202002013_42	RNAseq 042 - CS202002013_42	Sst C1ql3_1 - CS202002013_42	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_166	Sst C1ql3_1	
AllenDend:CS202002013_43	RNAseq 043 - CS202002013_43	Sst C1ql3_2 - CS202002013_43	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_166	Sst C1ql3_2	
AllenDend:CS202002013_167	RNAseq 044-045 - CS202002013_167	 - CS202002013_167	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_165	n51	
AllenDend:CS202002013_44	RNAseq 044 - CS202002013_44	Sst Tac2 - CS202002013_44	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_167	Sst Tac2	
AllenDend:CS202002013_45	RNAseq 045 - CS202002013_45	Sst Th_1 - CS202002013_45	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_167	Sst Th_1	
AllenDend:CS202002013_168	RNAseq 046-057 - CS202002013_168	 - CS202002013_168	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_151	n52	
AllenDend:CS202002013_169	RNAseq 046-048 - CS202002013_169	 - CS202002013_169	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_168	n53	
AllenDend:CS202002013_170	RNAseq 046-047 - CS202002013_170	 - CS202002013_170	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_169	n54	
AllenDend:CS202002013_46	RNAseq 046 - CS202002013_46	Sst Th_2 - CS202002013_46	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_170	Sst Th_2	
AllenDend:CS202002013_47	RNAseq 047 - CS202002013_47	Sst Th_3 - CS202002013_47	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_170	Sst Th_3	
AllenDend:CS202002013_48	RNAseq 048 - CS202002013_48	Pvalb Gabrg1 - CS202002013_48	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_169	Pvalb Gabrg1	
AllenDend:CS202002013_171	RNAseq 049-057 - CS202002013_171	 - CS202002013_171	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_168	n55	
AllenDend:CS202002013_172	RNAseq 049-055 - CS202002013_172	 - CS202002013_172	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_171	n56	
AllenDend:CS202002013_49	RNAseq 049 - CS202002013_49	Pvalb Egfem1 - CS202002013_49	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_172	Pvalb Egfem1	
AllenDend:CS202002013_173	RNAseq 050-055 - CS202002013_173	 - CS202002013_173	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_172	n57	
AllenDend:CS202002013_50	RNAseq 050 - CS202002013_50	Pvalb Gpr149 - CS202002013_50	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_173	Pvalb Gpr149	
AllenDend:CS202002013_174	RNAseq 051-055 - CS202002013_174	 - CS202002013_174	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_173	n58	
AllenDend:CS202002013_175	RNAseq 051-053 - CS202002013_175	 - CS202002013_175	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_174	n59	
AllenDend:CS202002013_51	RNAseq 051 - CS202002013_51	Pvalb Kank4 - CS202002013_51	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_175	Pvalb Kank4	
AllenDend:CS202002013_176	RNAseq 052-053 - CS202002013_176	 - CS202002013_176	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_175	n60	
AllenDend:CS202002013_52	RNAseq 052 - CS202002013_52	Pvalb Calb1_1 - CS202002013_52	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_176	Pvalb Calb1_1	
AllenDend:CS202002013_53	RNAseq 053 - CS202002013_53	Pvalb Calb1_2 - CS202002013_53	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_176	Pvalb Calb1_2	
AllenDend:CS202002013_177	RNAseq 054-055 - CS202002013_177	 - CS202002013_177	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_174	n61	
AllenDend:CS202002013_54	RNAseq 054 - CS202002013_54	Pvalb Reln - CS202002013_54	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_177	Pvalb Reln	
AllenDend:CS202002013_55	RNAseq 055 - CS202002013_55	Pvalb Il1rapl2 - CS202002013_55	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_177	Pvalb Il1rapl2	
AllenDend:CS202002013_178	RNAseq 056-057 - CS202002013_178	Chandelier - CS202002013_178	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_171	n62|Chandelier	
AllenDend:CS202002013_56	RNAseq 056 - CS202002013_56	Pvalb Vipr2_1 - CS202002013_56	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_178	Pvalb Vipr2_1	
AllenDend:CS202002013_57	RNAseq 057 - CS202002013_57	Pvalb Vipr2_2 - CS202002013_57	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_178	Pvalb Vipr2_2	
AllenDend:CS202002013_179	RNAseq 058-088 - CS202002013_179	Glutamatergic - CS202002013_179	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_122	n63|Glutamatergic	
AllenDend:CS202002013_180	RNAseq 058-085 - CS202002013_180	 - CS202002013_180	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_179	n64	
AllenDend:CS202002013_181	RNAseq 058-073 - CS202002013_181	 - CS202002013_181	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_180	n65	
AllenDend:CS202002013_182	RNAseq 058-069 - CS202002013_182	IT projecting - CS202002013_182	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_181	n66|IT projecting	
AllenDend:CS202002013_183	RNAseq 058-060 - CS202002013_183	L2/3 IT - CS202002013_183	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_182	n67|L2/3 IT	
AllenDend:CS202002013_184	RNAseq 058-059 - CS202002013_184	 - CS202002013_184	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_183	n68	
AllenDend:CS202002013_58	RNAseq 058 - CS202002013_58	L2/3 IT_1 - CS202002013_58	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_184	L2/3 IT_1	
AllenDend:CS202002013_59	RNAseq 059 - CS202002013_59	L2/3 IT_2 - CS202002013_59	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_184	L2/3 IT_2	
AllenDend:CS202002013_60	RNAseq 060 - CS202002013_60	L2/3 IT_3 - CS202002013_60	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_183	L2/3 IT_3	
AllenDend:CS202002013_185	RNAseq 061-069 - CS202002013_185	 - CS202002013_185	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_182	n69	
AllenDend:CS202002013_186	RNAseq 061-068 - CS202002013_186	 - CS202002013_186	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_185	n70	
AllenDend:CS202002013_187	RNAseq 061-066 - CS202002013_187	 - CS202002013_187	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_186	n71	
AllenDend:CS202002013_188	RNAseq 061-062 - CS202002013_188	L4 - CS202002013_188	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_187	n72|L4	
AllenDend:CS202002013_61	RNAseq 061 - CS202002013_61	L4/5 IT_1 - CS202002013_61	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_188	L4/5 IT_1	
AllenDend:CS202002013_62	RNAseq 062 - CS202002013_62	L4/5 IT_2 - CS202002013_62	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_188	L4/5 IT_2	
AllenDend:CS202002013_189	RNAseq 063-066 - CS202002013_189	L5 IT - CS202002013_189	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_187	n73|L5 IT	
AllenDend:CS202002013_190	RNAseq 063-064 - CS202002013_190	L5 IT_2 - CS202002013_190	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_189	n74	
AllenDend:CS202002013_63	RNAseq 063 - CS202002013_63	L5 IT_1 - CS202002013_63	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_190	L5 IT_1	
AllenDend:CS202002013_64	RNAseq 064 - CS202002013_64	L5 IT_2 - CS202002013_64	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_190	L5 IT_2	
AllenDend:CS202002013_191	RNAseq 065-066 - CS202002013_191	 - CS202002013_191	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_189	n75	
AllenDend:CS202002013_65	RNAseq 065 - CS202002013_65	L5 IT_3 - CS202002013_65	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_191	L5 IT_3	
AllenDend:CS202002013_66	RNAseq 066 - CS202002013_66	L5 IT_4 - CS202002013_66	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_191	L5 IT_4	
AllenDend:CS202002013_192	RNAseq 067-068 - CS202002013_192	L6 IT - CS202002013_192	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_186	n76|L6 IT	
AllenDend:CS202002013_67	RNAseq 067 - CS202002013_67	L6 IT_1 - CS202002013_67	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_192	L6 IT_1	
AllenDend:CS202002013_68	RNAseq 068 - CS202002013_68	L6 IT_2 - CS202002013_68	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_192	L6 IT_2	
AllenDend:CS202002013_69	RNAseq 069 - CS202002013_69	L6 IT Car3 - CS202002013_69	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_185	L6 IT Car3|L6 IT Car3	
AllenDend:CS202002013_193	RNAseq 070-073 - CS202002013_193	L5 ET - CS202002013_193	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_181	n77|L5 ET	
AllenDend:CS202002013_70	RNAseq 070 - CS202002013_70	L5 PT_1 - CS202002013_70	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_193	L5 ET_1	
AllenDend:CS202002013_194	RNAseq 071-073 - CS202002013_194	 - CS202002013_194	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_193	n78	
AllenDend:CS202002013_195	RNAseq 071-072 - CS202002013_195	 - CS202002013_195	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_194	n79	
AllenDend:CS202002013_71	RNAseq 071 - CS202002013_71	L5 PT_2 - CS202002013_71	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS202002013_195	L5 ET_2	
