ID	Label	PrefLabel	Obsoleted By	Obsolete	Entity Type	TYPE	Synonyms	Cluster_ID	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Comment	Aliases	Rank
PCL:0011510	obsolete RNAseq 010 - CS202002013_10	obsolete Sncg Slc17a8	PCL_INDV:CS202002013_10	true	PCL:0010001	owl:NamedIndividual		CS202002013_10	Sncg Slc17a8	Sncg Slc17a8	RNAseq 010			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Sncg Slc17a8"", ""original_label"": ""Sncg Slc17a8"", ""cell_set_label"": ""RNAseq 010"", ""cell_set_accession"": ""CS202002013_10"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#9440F3""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Sncg-like_C2|Large CCK basket cell	Cell Type
PCL:0011511	obsolete RNAseq 011 - CS202002013_11	obsolete Sncg Calb1_1	PCL_INDV:CS202002013_11	true	PCL:0010001	owl:NamedIndividual		CS202002013_11	Sncg Calb1_1	Sncg Calb1_1	RNAseq 011			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Sncg Calb1_1"", ""original_label"": ""Sncg Calb1_1"", ""cell_set_label"": ""RNAseq 011"", ""cell_set_accession"": ""CS202002013_11"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#9611B6""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Large CCK basket cell|Sncg-like_C3	Cell Type
PCL:0011512	obsolete RNAseq 012 - CS202002013_12	obsolete Sncg Calb1_2	PCL_INDV:CS202002013_12	true	PCL:0010001	owl:NamedIndividual		CS202002013_12	Sncg Calb1_2	Sncg Calb1_2	RNAseq 012			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Sncg Calb1_2"", ""original_label"": ""Sncg Calb1_2"", ""cell_set_label"": ""RNAseq 012"", ""cell_set_accession"": ""CS202002013_12"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#9900B3""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Large CCK basket cell|Sncg-like_C3	Cell Type
PCL:0011513	obsolete RNAseq 013 - CS202002013_13	obsolete Sncg Npy2r	PCL_INDV:CS202002013_13	true	PCL:0010001	owl:NamedIndividual		CS202002013_13	Sncg Npy2r	Sncg Npy2r	RNAseq 013			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Sncg Npy2r"", ""original_label"": ""Sncg Npy2r"", ""cell_set_label"": ""RNAseq 013"", ""cell_set_accession"": ""CS202002013_13"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#7A0099""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Sncg-like_C3	Cell Type
PCL:0011514	obsolete RNAseq 014 - CS202002013_14	obsolete Vip Sncg	PCL_INDV:CS202002013_14	true	PCL:0010001	owl:NamedIndividual	Small CCK basket cell	CS202002013_14	Vip Sncg	Vip Sncg	RNAseq 014		Small CCK basket cell	Zizhen Yao|Federico Scala	PMID:34616066|PMID:33184512	"{""cell_set_preferred_alias"": ""Vip Sncg"", ""original_label"": ""Vip Sncg"", ""cell_set_label"": ""RNAseq 014"", ""cell_set_accession"": ""CS202002013_14"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": ""Small CCK basket cell"", ""cell_set_alias_assignee"": ""Zizhen Yao|Federico Scala"", ""cell_set_alias_citation"": ""PMID:34616066|PMID:33184512"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#AA4DB5""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Small CCK basket cell|Sncg-like_C1	Cell Type
PCL:0011515	obsolete RNAseq 015 - CS202002013_15	obsolete Vip Serpinf1_1	PCL_INDV:CS202002013_15	true	PCL:0010001	owl:NamedIndividual		CS202002013_15	Vip Serpinf1_1	Vip Serpinf1_1	RNAseq 015			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip Serpinf1_1"", ""original_label"": ""Vip Serpinf1_1"", ""cell_set_label"": ""RNAseq 015"", ""cell_set_accession"": ""CS202002013_15"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#A720FF""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L5/6 CCK cell|Vip-like_C3	Cell Type
PCL:0011516	obsolete RNAseq 016 - CS202002013_16	obsolete Vip Serpinf1_2	PCL_INDV:CS202002013_16	true	PCL:0010001	owl:NamedIndividual		CS202002013_16	Vip Serpinf1_2	Vip Serpinf1_2	RNAseq 016			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip Serpinf1_2"", ""original_label"": ""Vip Serpinf1_2"", ""cell_set_label"": ""RNAseq 016"", ""cell_set_accession"": ""CS202002013_16"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#AB1DFF""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L5/6 CCK cell|Sncg-like_C1	Cell Type
PCL:0011517	obsolete RNAseq 017 - CS202002013_17	obsolete Vip-like Serpinf1_3	PCL_INDV:CS202002013_17	true	PCL:0010001	owl:NamedIndividual	Vip Serpinf1_3	CS202002013_17	Vip-like Serpinf1_3	Vip Serpinf1_3	RNAseq 017		Vip Serpinf1_3	Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip-like Serpinf1_3"", ""original_label"": ""Vip Serpinf1_3"", ""cell_set_label"": ""RNAseq 017"", ""cell_set_accession"": ""CS202002013_17"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": ""Vip Serpinf1_3"", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#FF5FCD""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L5/6 CCK cell|Vip-like_C2	Cell Type
PCL:0011518	obsolete RNAseq 018 - CS202002013_18	obsolete Vip Htr1f	PCL_INDV:CS202002013_18	true	PCL:0010001	owl:NamedIndividual		CS202002013_18	Vip Htr1f	Vip Htr1f	RNAseq 018			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip Htr1f"", ""original_label"": ""Vip Htr1f"", ""cell_set_label"": ""RNAseq 018"", ""cell_set_accession"": ""CS202002013_18"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#FF4DC1""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L5 VIP cell|Vip-like_C2	Cell Type
PCL:0011519	obsolete RNAseq 019 - CS202002013_19	obsolete Vip Gpc3	PCL_INDV:CS202002013_19	true	PCL:0010001	owl:NamedIndividual		CS202002013_19	Vip Gpc3	Vip Gpc3	RNAseq 019			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip Gpc3"", ""original_label"": ""Vip Gpc3"", ""cell_set_label"": ""RNAseq 019"", ""cell_set_accession"": ""CS202002013_19"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#B09FFF""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L5 VIP cell|Vip-like_C3	Cell Type
PCL:0011520	obsolete RNAseq 020 - CS202002013_20	obsolete Vip C1ql1	PCL_INDV:CS202002013_20	true	PCL:0010001	owl:NamedIndividual		CS202002013_20	Vip C1ql1	Vip C1ql1	RNAseq 020			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip C1ql1"", ""original_label"": ""Vip C1ql1"", ""cell_set_label"": ""RNAseq 020"", ""cell_set_accession"": ""CS202002013_20"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#BD3D9A""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L5 VIP cell|Vip-like_C2	Cell Type
PCL:0011521	obsolete RNAseq 021 - CS202002013_21	obsolete Vip Mybpc1_2	PCL_INDV:CS202002013_21	true	PCL:0010001	owl:NamedIndividual		CS202002013_21	Vip Mybpc1_2	Vip Mybpc1_2	RNAseq 021			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Vip Mybpc1_2"", ""original_label"": ""Vip Mybpc1_2"", ""cell_set_label"": ""RNAseq 021"", ""cell_set_accession"": ""CS202002013_21"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#992E81""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L2/3 Bipolar VIP cell|Vip-like_C2	Cell Type
