ID	Label	PrefLabel	Obsoleted By	Obsolete	Entity Type	TYPE	Synonyms	Cluster_ID	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Comment	Aliases	Rank
PCL:0019510	obsolete RNAseq 10 - CS201912132_10	obsolete Inh VIP CYP19A1	PCL_INDV:CS201912132_10	true	PCL:0010001	owl:NamedIndividual		CS201912132_10	Inh VIP CYP19A1	Inh VIP CYP19A1	RNAseq 10			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP CYP19A1"", ""cell_set_label"": ""RNAseq 10"", ""cell_set_accession"": ""CS201912132_10"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP CYP19A1"", ""cell_set_color"": ""#A11397""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP CYP19A1	Cell Type
PCL:0019511	obsolete RNAseq 11 - CS201912132_11	obsolete Inh SNCG CNTN4	PCL_INDV:CS201912132_11	true	PCL:0010001	owl:NamedIndividual		CS201912132_11	Inh SNCG CNTN4	Inh SNCG CNTN4	RNAseq 11			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh SNCG CNTN4"", ""cell_set_label"": ""RNAseq 11"", ""cell_set_accession"": ""CS201912132_11"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh SNCG CNTN4"", ""cell_set_color"": ""#E557D7""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh SNCG CNTN4	Cell Type
PCL:0019512	obsolete RNAseq 12 - CS201912132_12	obsolete Inh PAX6 CDH4	PCL_INDV:CS201912132_12	true	PCL:0010001	owl:NamedIndividual		CS201912132_12	Inh PAX6 CDH4	Inh PAX6 CDH4	RNAseq 12			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh PAX6 CDH4"", ""cell_set_label"": ""RNAseq 12"", ""cell_set_accession"": ""CS201912132_12"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh PAX6 CDH4"", ""cell_set_color"": ""#9046BA""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh PAX6 CDH4	Cell Type
PCL:0019513	obsolete RNAseq 13 - CS201912132_13	obsolete Inh GAD1 PCP4	PCL_INDV:CS201912132_13	true	PCL:0010001	owl:NamedIndividual		CS201912132_13	Inh GAD1 PCP4	Inh GAD1 PCP4	RNAseq 13			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh GAD1 PCP4"", ""cell_set_label"": ""RNAseq 13"", ""cell_set_accession"": ""CS201912132_13"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh GAD1 PCP4"", ""cell_set_color"": ""#B67AF7""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh GAD1 PCP4	Cell Type
PCL:0019514	obsolete RNAseq 14 - CS201912132_14	obsolete Inh GAD1 LOC108589948	PCL_INDV:CS201912132_14	true	PCL:0010001	owl:NamedIndividual		CS201912132_14	Inh GAD1 LOC108589948	Inh GAD1 LOC108589948	RNAseq 14			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh GAD1 LOC108589948"", ""cell_set_label"": ""RNAseq 14"", ""cell_set_accession"": ""CS201912132_14"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh GAD1 LOC108589948"", ""cell_set_color"": ""#881FA8""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh GAD1 LOC108589948	Cell Type
PCL:0019515	obsolete RNAseq 15 - CS201912132_15	obsolete Inh VIP THSD7B	PCL_INDV:CS201912132_15	true	PCL:0010001	owl:NamedIndividual		CS201912132_15	Inh VIP THSD7B	Inh VIP THSD7B	RNAseq 15			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP THSD7B"", ""cell_set_label"": ""RNAseq 15"", ""cell_set_accession"": ""CS201912132_15"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP THSD7B"", ""cell_set_color"": ""#E591FF""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP THSD7B	Cell Type
PCL:0019516	obsolete RNAseq 16 - CS201912132_16	obsolete Inh VIP LOC100397259	PCL_INDV:CS201912132_16	true	PCL:0010001	owl:NamedIndividual		CS201912132_16	Inh VIP LOC100397259	Inh VIP LOC100397259	RNAseq 16			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC100397259"", ""cell_set_label"": ""RNAseq 16"", ""cell_set_accession"": ""CS201912132_16"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC100397259"", ""cell_set_color"": ""#9047CC""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP LOC100397259	Cell Type
PCL:0019517	obsolete RNAseq 17 - CS201912132_17	obsolete Inh GAD1 NPSR1	PCL_INDV:CS201912132_17	true	PCL:0010001	owl:NamedIndividual		CS201912132_17	Inh GAD1 NPSR1	Inh GAD1 NPSR1	RNAseq 17			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh GAD1 NPSR1"", ""cell_set_label"": ""RNAseq 17"", ""cell_set_accession"": ""CS201912132_17"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh GAD1 NPSR1"", ""cell_set_color"": ""#D597FF""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh GAD1 NPSR1	Cell Type
PCL:0019518	obsolete RNAseq 18 - CS201912132_18	obsolete Inh SNCG LOC108587895	PCL_INDV:CS201912132_18	true	PCL:0010001	owl:NamedIndividual		CS201912132_18	Inh SNCG LOC108587895	Inh SNCG LOC108587895	RNAseq 18			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh SNCG LOC108587895"", ""cell_set_label"": ""RNAseq 18"", ""cell_set_accession"": ""CS201912132_18"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh SNCG LOC108587895"", ""cell_set_color"": ""#A20798""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh SNCG LOC108587895	Cell Type
PCL:0019519	obsolete RNAseq 19 - CS201912132_19	obsolete Inh VIP LOC108589153	PCL_INDV:CS201912132_19	true	PCL:0010001	owl:NamedIndividual		CS201912132_19	Inh VIP LOC108589153	Inh VIP LOC108589153	RNAseq 19			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC108589153"", ""cell_set_label"": ""RNAseq 19"", ""cell_set_accession"": ""CS201912132_19"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC108589153"", ""cell_set_color"": ""#7A3990""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP LOC108589153	Cell Type
PCL:0019520	obsolete RNAseq 20 - CS201912132_20	obsolete Inh VIP FIGN	PCL_INDV:CS201912132_20	true	PCL:0010001	owl:NamedIndividual		CS201912132_20	Inh VIP FIGN	Inh VIP FIGN	RNAseq 20			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP FIGN"", ""cell_set_label"": ""RNAseq 20"", ""cell_set_accession"": ""CS201912132_20"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP FIGN"", ""cell_set_color"": ""#8E27AD""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP FIGN	Cell Type
PCL:0019521	obsolete RNAseq 21 - CS201912132_21	obsolete Inh VIP GPR149	PCL_INDV:CS201912132_21	true	PCL:0010001	owl:NamedIndividual		CS201912132_21	Inh VIP GPR149	Inh VIP GPR149	RNAseq 21			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP GPR149"", ""cell_set_label"": ""RNAseq 21"", ""cell_set_accession"": ""CS201912132_21"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP GPR149"", ""cell_set_color"": ""#EE8BE1""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP GPR149	Cell Type
PCL:0019522	obsolete RNAseq 22 - CS201912132_22	obsolete Inh VIP LOC108588071	PCL_INDV:CS201912132_22	true	PCL:0010001	owl:NamedIndividual		CS201912132_22	Inh VIP LOC108588071	Inh VIP LOC108588071	RNAseq 22			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh VIP LOC108588071"", ""cell_set_label"": ""RNAseq 22"", ""cell_set_accession"": ""CS201912132_22"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh VIP LOC108588071"", ""cell_set_color"": ""#C46AB9""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh VIP LOC108588071	Cell Type
