ID	Exemplar
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_117	AllenDend:CS201908210_117
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_39	AllenDend:CS201908210_39
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_118	AllenDend:CS201908210_118
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_40	AllenDend:CS201908210_40
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_119	AllenDend:CS201908210_119
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_120	AllenDend:CS201908210_120
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_41	AllenDend:CS201908210_41
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_121	AllenDend:CS201908210_121
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_42	AllenDend:CS201908210_42
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_43	AllenDend:CS201908210_43
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_44	AllenDend:CS201908210_44
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_45	AllenDend:CS201908210_45
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_122	AllenDend:CS201908210_122
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_123	AllenDend:CS201908210_123
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_124	AllenDend:CS201908210_124
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_125	AllenDend:CS201908210_125
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_126	AllenDend:CS201908210_126
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_127	AllenDend:CS201908210_127
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_128	AllenDend:CS201908210_128
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_46	AllenDend:CS201908210_46
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_47	AllenDend:CS201908210_47
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_48	AllenDend:CS201908210_48
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_49	AllenDend:CS201908210_49
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_129	AllenDend:CS201908210_129
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_130	AllenDend:CS201908210_130
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_50	AllenDend:CS201908210_50
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_131	AllenDend:CS201908210_131
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_51	AllenDend:CS201908210_51
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_132	AllenDend:CS201908210_132
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_52	AllenDend:CS201908210_52
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_133	AllenDend:CS201908210_133
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_53	AllenDend:CS201908210_53
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_54	AllenDend:CS201908210_54
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_134	AllenDend:CS201908210_134
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_135	AllenDend:CS201908210_135
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_55	AllenDend:CS201908210_55
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_136	AllenDend:CS201908210_136
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_56	AllenDend:CS201908210_56
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_57	AllenDend:CS201908210_57
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_137	AllenDend:CS201908210_137
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_58	AllenDend:CS201908210_58
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_59	AllenDend:CS201908210_59
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_60	AllenDend:CS201908210_60
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_138	AllenDend:CS201908210_138
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_61	AllenDend:CS201908210_61
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_139	AllenDend:CS201908210_139
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_62	AllenDend:CS201908210_62
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_63	AllenDend:CS201908210_63
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_140	AllenDend:CS201908210_140
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_64	AllenDend:CS201908210_64
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_141	AllenDend:CS201908210_141
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_65	AllenDend:CS201908210_65
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_142	AllenDend:CS201908210_142
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_143	AllenDend:CS201908210_143
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_144	AllenDend:CS201908210_144
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_66	AllenDend:CS201908210_66
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_67	AllenDend:CS201908210_67
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_68	AllenDend:CS201908210_68
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_69	AllenDend:CS201908210_69
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_145	AllenDend:CS201908210_145
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_146	AllenDend:CS201908210_146
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_147	AllenDend:CS201908210_147
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_148	AllenDend:CS201908210_148
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_70	AllenDend:CS201908210_70
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_149	AllenDend:CS201908210_149
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_71	AllenDend:CS201908210_71
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_72	AllenDend:CS201908210_72
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_73	AllenDend:CS201908210_73
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_74	AllenDend:CS201908210_74
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_75	AllenDend:CS201908210_75
