ID	prefLabel	Synonyms_from_taxonomy	Curated_synonyms	Comment	Classification	Classification_comment	Classification_pub
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_152		n19|VISp_ALM 013-014		cell_set_preferred_alias:'' ; original_label:n19 ; cell_set_label:VISp_ALM 013-014 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_13	L5 IT ALM Npw	L5 IT ALM Npw|VISp_ALM 013		cell_set_preferred_alias:L5 IT ALM Npw ; original_label:L5 IT ALM Npw ; cell_set_label:VISp_ALM 013 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_14	L5 IT ALM Pld5	L5 IT ALM Pld5|VISp_ALM 014		cell_set_preferred_alias:L5 IT ALM Pld5 ; original_label:L5 IT ALM Pld5 ; cell_set_label:VISp_ALM 014 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_153		n20|VISp_ALM 015-018		cell_set_preferred_alias:'' ; original_label:n20 ; cell_set_label:VISp_ALM 015-018 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_154		n21|VISp_ALM 015-016		cell_set_preferred_alias:'' ; original_label:n21 ; cell_set_label:VISp_ALM 015-016 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_15	L5 IT ALM Cbln4 Fezf2	VISp_ALM 015|L5 IT ALM Cbln4 Fezf2		cell_set_preferred_alias:L5 IT ALM Cbln4 Fezf2 ; original_label:L5 IT ALM Cbln4 Fezf2 ; cell_set_label:VISp_ALM 015 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_16	L5 IT ALM Lypd1 Gpr88	VISp_ALM 016|L5 IT ALM Lypd1 Gpr88		cell_set_preferred_alias:L5 IT ALM Lypd1 Gpr88 ; original_label:L5 IT ALM Lypd1 Gpr88 ; cell_set_label:VISp_ALM 016 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_155		n22|VISp_ALM 017-018		cell_set_preferred_alias:'' ; original_label:n22 ; cell_set_label:VISp_ALM 017-018 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_17	L5 IT ALM Tnc	VISp_ALM 017|L5 IT ALM Tnc		cell_set_preferred_alias:L5 IT ALM Tnc ; original_label:L5 IT ALM Tnc ; cell_set_label:VISp_ALM 017 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_18	L5 IT ALM Tmem163 Dmrtb1	L5 IT ALM Tmem163 Dmrtb1|VISp_ALM 018		cell_set_preferred_alias:L5 IT ALM Tmem163 Dmrtb1 ; original_label:L5 IT ALM Tmem163 Dmrtb1 ; cell_set_label:VISp_ALM 018 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_156	L6 IT (ALM)	VISp_ALM 019-023|L6 IT (ALM)|n23|L6 IT		cell_set_preferred_alias:L6 IT (ALM) ; original_label:n23 ; cell_set_label:VISp_ALM 019-023 ; cell_set_aligned_alias:L6 IT ; cell_set_additional_aliases:L6 IT (ALM)			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_157		VISp_ALM 019-021|n24		cell_set_preferred_alias:'' ; original_label:n24 ; cell_set_label:VISp_ALM 019-021 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_19	L5 IT ALM Tmem163 Arhgap25	L5 IT ALM Tmem163 Arhgap25|VISp_ALM 019		cell_set_preferred_alias:L5 IT ALM Tmem163 Arhgap25 ; original_label:L5 IT ALM Tmem163 Arhgap25 ; cell_set_label:VISp_ALM 019 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_158		n25|VISp_ALM 020-021		cell_set_preferred_alias:'' ; original_label:n25 ; cell_set_label:VISp_ALM 020-021 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_20	L5 IT ALM Cpa6 Gpr88	VISp_ALM 020|L5 IT ALM Cpa6 Gpr88		cell_set_preferred_alias:L5 IT ALM Cpa6 Gpr88 ; original_label:L5 IT ALM Cpa6 Gpr88 ; cell_set_label:VISp_ALM 020 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_21	L5 IT ALM Gkn1 Pcdh19	VISp_ALM 021|L5 IT ALM Gkn1 Pcdh19		cell_set_preferred_alias:L5 IT ALM Gkn1 Pcdh19 ; original_label:L5 IT ALM Gkn1 Pcdh19 ; cell_set_label:VISp_ALM 021 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_159		n26|VISp_ALM 022-023		cell_set_preferred_alias:'' ; original_label:n26 ; cell_set_label:VISp_ALM 022-023 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_22	L6 IT ALM Tgfb1	L6 IT ALM Tgfb1|VISp_ALM 022		cell_set_preferred_alias:L6 IT ALM Tgfb1 ; original_label:L6 IT ALM Tgfb1 ; cell_set_label:VISp_ALM 022 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_23	L6 IT ALM Oprk1	L6 IT ALM Oprk1|VISp_ALM 023		cell_set_preferred_alias:L6 IT ALM Oprk1 ; original_label:L6 IT ALM Oprk1 ; cell_set_label:VISp_ALM 023 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_160	L6 IT (VISp)	L6 IT|L6 IT (VISp)|VISp_ALM 024-027|n27		cell_set_preferred_alias:L6 IT (VISp) ; original_label:n27 ; cell_set_label:VISp_ALM 024-027 ; cell_set_aligned_alias:L6 IT ; cell_set_additional_aliases:L6 IT (VISp)			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_161		VISp_ALM 024-026|n28		cell_set_preferred_alias:'' ; original_label:n28 ; cell_set_label:VISp_ALM 024-026 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_24	L6 IT VISp Penk Col27a1	VISp_ALM 024|L6 IT VISp Penk Col27a1		cell_set_preferred_alias:L6 IT VISp Penk Col27a1 ; original_label:L6 IT VISp Penk Col27a1 ; cell_set_label:VISp_ALM 024 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_162		n29|VISp_ALM 025-026		cell_set_preferred_alias:'' ; original_label:n29 ; cell_set_label:VISp_ALM 025-026 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_25	L6 IT VISp Penk Fst	L6 IT VISp Penk Fst|VISp_ALM 025		cell_set_preferred_alias:L6 IT VISp Penk Fst ; original_label:L6 IT VISp Penk Fst ; cell_set_label:VISp_ALM 025 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_26	L6 IT VISp Col23a1 Adamts2	L6 IT VISp Col23a1 Adamts2|VISp_ALM 026		cell_set_preferred_alias:L6 IT VISp Col23a1 Adamts2 ; original_label:L6 IT VISp Col23a1 Adamts2 ; cell_set_label:VISp_ALM 026 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_27	L6 IT VISp Col18a1	VISp_ALM 027|L6 IT VISp Col18a1		cell_set_preferred_alias:L6 IT VISp Col18a1 ; original_label:L6 IT VISp Col18a1 ; cell_set_label:VISp_ALM 027 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_28	L6 IT VISp Car3	L6 IT VISp Car3|VISp_ALM 028		cell_set_preferred_alias:L6 IT VISp Car3 ; original_label:L6 IT VISp Car3 ; cell_set_label:VISp_ALM 028 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_163		n30|VISp_ALM 029-036		cell_set_preferred_alias:'' ; original_label:n30 ; cell_set_label:VISp_ALM 029-036 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_29	L5 PT VISp Chrna6	L5 PT VISp Chrna6|VISp_ALM 029		cell_set_preferred_alias:L5 PT VISp Chrna6 ; original_label:L5 PT VISp Chrna6 ; cell_set_label:VISp_ALM 029 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_164	L5 PT	L5 PT|n31|VISp_ALM 030-036|L5 ET		cell_set_preferred_alias:L5 PT ; original_label:n31 ; cell_set_label:VISp_ALM 030-036 ; cell_set_aligned_alias:L5 ET ; cell_set_additional_aliases:L5 PT			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_165		n32|VISp_ALM 030-033		cell_set_preferred_alias:'' ; original_label:n32 ; cell_set_label:VISp_ALM 030-033 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_30	L5 PT VISp Lgr5	L5 PT VISp Lgr5|VISp_ALM 030		cell_set_preferred_alias:L5 PT VISp Lgr5 ; original_label:L5 PT VISp Lgr5 ; cell_set_label:VISp_ALM 030 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_166		n33|VISp_ALM 031-033		cell_set_preferred_alias:'' ; original_label:n33 ; cell_set_label:VISp_ALM 031-033 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_31	L5 PT VISp C1ql2 Ptgfr	L5 PT VISp C1ql2 Ptgfr|VISp_ALM 031		cell_set_preferred_alias:L5 PT VISp C1ql2 Ptgfr ; original_label:L5 PT VISp C1ql2 Ptgfr ; cell_set_label:VISp_ALM 031 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_167		VISp_ALM 032-033|n34		cell_set_preferred_alias:'' ; original_label:n34 ; cell_set_label:VISp_ALM 032-033 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_32	L5 PT VISp C1ql2 Cdh13	VISp_ALM 032|L5 PT VISp C1ql2 Cdh13		cell_set_preferred_alias:L5 PT VISp C1ql2 Cdh13 ; original_label:L5 PT VISp C1ql2 Cdh13 ; cell_set_label:VISp_ALM 032 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_33	L5 PT VISp Krt80	VISp_ALM 033|L5 PT VISp Krt80		cell_set_preferred_alias:L5 PT VISp Krt80 ; original_label:L5 PT VISp Krt80 ; cell_set_label:VISp_ALM 033 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_168		n35|VISp_ALM 034-036		cell_set_preferred_alias:'' ; original_label:n35 ; cell_set_label:VISp_ALM 034-036 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_34	L5 PT ALM Slco2a1	L5 PT ALM Slco2a1|VISp_ALM 034		cell_set_preferred_alias:L5 PT ALM Slco2a1 ; original_label:L5 PT ALM Slco2a1 ; cell_set_label:VISp_ALM 034 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_169		VISp_ALM 035-036|n36		cell_set_preferred_alias:'' ; original_label:n36 ; cell_set_label:VISp_ALM 035-036 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_35	L5 PT ALM Npsr1	L5 PT ALM Npsr1|VISp_ALM 035		cell_set_preferred_alias:L5 PT ALM Npsr1 ; original_label:L5 PT ALM Npsr1 ; cell_set_label:VISp_ALM 035 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_36	L5 PT ALM Hpgd	L5 PT ALM Hpgd|VISp_ALM 036		cell_set_preferred_alias:L5 PT ALM Hpgd ; original_label:L5 PT ALM Hpgd ; cell_set_label:VISp_ALM 036 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_170		VISp_ALM 037-055|n37		cell_set_preferred_alias:'' ; original_label:n37 ; cell_set_label:VISp_ALM 037-055 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_171	L5/6 NP	n38|VISp_ALM 037-040|L5/6 NP		cell_set_preferred_alias:L5/6 NP ; original_label:n38 ; cell_set_label:VISp_ALM 037-040 ; cell_set_aligned_alias:L5/6 NP ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_172		VISp_ALM 037-039|n39		cell_set_preferred_alias:'' ; original_label:n39 ; cell_set_label:VISp_ALM 037-039 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_37	L5 NP VISp Trhr Cpne7	L5 NP VISp Trhr Cpne7|VISp_ALM 037		cell_set_preferred_alias:L5 NP VISp Trhr Cpne7 ; original_label:L5 NP VISp Trhr Cpne7 ; cell_set_label:VISp_ALM 037 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_173		n40|VISp_ALM 038-039		cell_set_preferred_alias:'' ; original_label:n40 ; cell_set_label:VISp_ALM 038-039 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_38	L5 NP ALM Trhr Nefl	L5 NP ALM Trhr Nefl|VISp_ALM 038		cell_set_preferred_alias:L5 NP ALM Trhr Nefl ; original_label:L5 NP ALM Trhr Nefl ; cell_set_label:VISp_ALM 038 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_39	L5 NP VISp Trhr Met	VISp_ALM 039|L5 NP VISp Trhr Met		cell_set_preferred_alias:L5 NP VISp Trhr Met ; original_label:L5 NP VISp Trhr Met ; cell_set_label:VISp_ALM 039 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_40	L6 NP ALM Trh	L6 NP ALM Trh|VISp_ALM 040		cell_set_preferred_alias:L6 NP ALM Trh ; original_label:L6 NP ALM Trh ; cell_set_label:VISp_ALM 040 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_174	L6	n41|L6|VISp_ALM 041-055		cell_set_preferred_alias:L6 ; original_label:n41 ; cell_set_label:VISp_ALM 041-055 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:L6			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_175	L6 CT	n42|L6 CT|VISp_ALM 041-047		cell_set_preferred_alias:L6 CT ; original_label:n42 ; cell_set_label:VISp_ALM 041-047 ; cell_set_aligned_alias:L6 CT ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_176		n43|VISp_ALM 041-046		cell_set_preferred_alias:'' ; original_label:n43 ; cell_set_label:VISp_ALM 041-046 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_177		VISp_ALM 041-043|n44		cell_set_preferred_alias:'' ; original_label:n44 ; cell_set_label:VISp_ALM 041-043 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_41	L6 CT Nxph2 Sla	VISp_ALM 041|L6 CT Nxph2 Sla		cell_set_preferred_alias:L6 CT Nxph2 Sla ; original_label:L6 CT Nxph2 Sla ; cell_set_label:VISp_ALM 041 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_178		n45|VISp_ALM 042-043		cell_set_preferred_alias:'' ; original_label:n45 ; cell_set_label:VISp_ALM 042-043 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201810310_42	L6 CT ALM Cpa6	L6 CT ALM Cpa6|VISp_ALM 042		cell_set_preferred_alias:L6 CT ALM Cpa6 ; original_label:L6 CT ALM Cpa6 ; cell_set_label:VISp_ALM 042 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
