Taxonomy_node_ID	clusterName	Markers
CS201912132_75	Exc FEZF2 ARSJ	entrez:100410860|entrez:100410965
CS201912132_77	Exc FEZF2 CRYM	entrez:100411083|entrez:100385663
CS201912132_74	Exc FEZF2 NRP1	entrez:100410860|entrez:100394500
CS201912132_72	Exc FEZF2 PDZRN4	entrez:100396272|entrez:100412026
CS201912132_71	Exc FEZF2 PIEZO2	entrez:100393601|entrez:103793569
CS201912132_73	Exc FEZF2 RGS4	entrez:100407531|entrez:100410860
CS201912132_63	Exc RORB ACTA2	entrez:100411307|entrez:100405410|entrez:100404533
CS201912132_62	Exc RORB ANKRD27	entrez:100406528|entrez:100386721|entrez:100397656
CS201912132_58	Exc RORB CAV3	entrez:100408486
CS201912132_67	Exc RORB CHGA	entrez:100410860|entrez:100411377|entrez:100405410|entrez:100401449
CS201912132_68	Exc RORB HACL1	entrez:100390058|entrez:100894919|entrez:100389848|entrez:100409658
CS201912132_57	Exc RORB KNL1	entrez:100390165
CS201912132_54	Exc RORB LOC108588466	entrez:100407043|entrez:108588466|entrez:103791648|entrez:100387876
CS201912132_61	Exc RORB LOC108593203	entrez:108593203|entrez:100404533
CS201912132_56	Exc RORB NDST3	entrez:100410743|entrez:100390807|entrez:100397643
CS201912132_66	Exc RORB PPA2	entrez:100387459|entrez:100410860|entrez:108588895
CS201912132_55	Exc RORB SERPINE2	entrez:100409827|entrez:100402439|entrez:100401590
CS201912132_65	Exc RORB SLC38A11	entrez:100411307|entrez:100397271|entrez:100401449
CS201912132_64	Exc RORB USH1C	entrez:100400564|entrez:100414159|entrez:100386444
CS201912132_53	Exc THEMIS ANO3	entrez:100410743|entrez:100393976|entrez:100397271|entrez:100385404
CS201912132_70	Exc THEMIS ARL13B	entrez:100386839|entrez:100401702|entrez:100403177
CS201912132_60	Exc THEMIS COBL	entrez:100393865|entrez:100413043|entrez:100400958|entrez:100403440
CS201912132_59	Exc THEMIS KCTD16	entrez:100407007|entrez:100413446|entrez:100394114|entrez:100403177
CS201912132_76	Exc THEMIS NTNG2	entrez:100405312|entrez:100408417
CS201912132_87	Glia SLC1A3-like FBLN5	entrez:100392828
CS201912132_14	Inh GAD1 LOC108589948	entrez:108589948|entrez:100391230
CS201912132_17	Inh GAD1 NPSR1	entrez:100403979|entrez:100403193
CS201912132_13	Inh GAD1 PCP4	entrez:100409152|entrez:100391230
CS201912132_2	Inh LAMP5 COL5A2	entrez:100409063|entrez:100408865
CS201912132_6	Inh LAMP5 LOC108591196	entrez:100894622|entrez:100411615
CS201912132_3	Inh LAMP5 TOX2	entrez:100399252|entrez:100403212|entrez:100400741
CS201912132_4	Inh LAMP5 TRPC6	entrez:100396102|entrez:100395510
CS201912132_5	Inh LAMP5 WWP1	entrez:100411615|entrez:100395233
CS201912132_9	Inh PAX6 ANKRD6	entrez:100393601|entrez:100392881|entrez:100393503
CS201912132_12	Inh PAX6 CDH4	entrez:100389893|entrez:100390248|entrez:100391230
CS201912132_7	Inh PAX6 HMBOX1	entrez:100403212|entrez:100408455
CS201912132_26	Inh PAX6 MEIS2	entrez:100391273
CS201912132_48	Inh PVALB ADAMTS3	entrez:100388729|entrez:100414899|entrez:100397165
CS201912132_46	Inh PVALB C8H7orf62	entrez:100410743|entrez:100414890|entrez:100390937
CS201912132_52	Inh PVALB FAM19A4	entrez:100389848|entrez:100408527
CS201912132_45	Inh PVALB GSTK1	entrez:100400628|entrez:100406508|entrez:100408527|entrez:100390937
CS201912132_51	Inh PVALB KLHL29	entrez:100398854|entrez:100400367|entrez:100413159
CS201912132_44	Inh PVALB LOC103789439	entrez:100390091|entrez:100393107|entrez:100389991|entrez:100390937
CS201912132_42	Inh PVALB LOC103790362	entrez:100894622|entrez:100389991|entrez:100388016
CS201912132_43	Inh PVALB OSBP2	entrez:100389059|entrez:100408669|entrez:100406508
CS201912132_41	Inh PVALB OTOGL	entrez:100391703|entrez:100411083|entrez:100408527
CS201912132_50	Inh PVALB PCDH19	entrez:100413817|entrez:103788721|entrez:100408527
CS201912132_49	Inh PVALB SST EYS	entrez:100400628|entrez:103788721|entrez:100408527
CS201912132_47	Inh PVALB SST LRRC6	entrez:100894622|entrez:100400628|entrez:100895717|entrez:100400741
CS201912132_11	Inh SNCG CNTN4	entrez:100407174|entrez:100400927|entrez:100395294
CS201912132_18	Inh SNCG LOC108587895	entrez:100402719|entrez:103793609|entrez:100386670
CS201912132_8	Inh SNCG PLPPR1	entrez:100393865|entrez:100386462
CS201912132_34	Inh SST ABI3BP	entrez:100393956|entrez:100401328
CS201912132_38	Inh SST AIM1	entrez:100412634|entrez:100415258
CS201912132_33	Inh SST CBLN4	entrez:100397008|entrez:100415377
CS201912132_31	Inh SST KIRREL3	entrez:100894622|entrez:100398934|entrez:100406302
CS201912132_29	Inh SST LOC103788138	entrez:100399252|entrez:100397590|entrez:100415258
CS201912132_32	Inh SST LOC103788660	entrez:100415377|entrez:100894622|entrez:100402133
CS201912132_28	Inh SST LOC108588801	entrez:100894622|entrez:108588801|entrez:100386530
CS201912132_27	Inh SST LOC108589054	entrez:100390937|entrez:100391230
CS201912132_37	Inh SST LTBP1	entrez:100397114|entrez:100415258
CS201912132_30	Inh SST MPP5	entrez:100391304|entrez:100389466|entrez:100388718
CS201912132_1	Inh SST NPY	entrez:100385471
CS201912132_36	Inh SST P4HA1	entrez:100393956|entrez:103792490|entrez:100403389
CS201912132_40	Inh SST PCSK5	entrez:100396908|entrez:100403212|entrez:100397539
CS201912132_35	Inh SST TMEFF2	entrez:100415065|entrez:100384959|entrez:100387951
CS201912132_39	Inh SST VAPA	entrez:100400628|entrez:103793609
CS201912132_24	Inh VIP CIT	entrez:100407174|entrez:100412158|entrez:100399010
CS201912132_10	Inh VIP CYP19A1	entrez:103795617|entrez:100396765
CS201912132_20	Inh VIP FIGN	entrez:100396139|entrez:100405129|entrez:100397539
CS201912132_21	Inh VIP GPR149	entrez:100392579|entrez:100410040
CS201912132_16	Inh VIP LOC100397259	entrez:100410040|entrez:100400454
CS201912132_22	Inh VIP LOC108588071	entrez:103791740|entrez:100410965
CS201912132_25	Inh VIP LOC108588539	entrez:103787232|entrez:108588539
CS201912132_19	Inh VIP LOC108589153	entrez:100412882|entrez:100388729|entrez:100400056
CS201912132_15	Inh VIP THSD7B	entrez:103788553|entrez:100391230
CS201912132_23	Inh VIP VAT1L	entrez:103795407|entrez:100408892|entrez:100386986
CS201912132_94	Micro TYROBP LOC103788313	entrez:100411367|entrez:103788313
CS201912132_78	OPC PDGFRA VCAN	entrez:100412331|entrez:100402664
CS201912132_83	Oligo OPALIN LOC103790018	entrez:103789268|entrez:100400400
CS201912132_84	Oligo OPALIN MOBP	entrez:100387382|entrez:100392144|entrez:100397952|entrez:100402879
CS201912132_69	Oligo SLC1A3 LOC103793418	entrez:100406710|entrez:100405831
CS201912132_88	Peri SLC1A3-like CHST3	entrez:100410597|entrez:100405319|entrez:100408994
CS201912132_89	Peri SLC1A3-like EPSTI1	entrez:100388823|entrez:100386999
CS201912132_90	VLMC PDGFRA C7	entrez:100385053|entrez:100405391
CS201912132_91	VLMC SLC1A3 CEMIP	entrez:103789461|entrez:100397812
CS201912132_92	VLMC SLC1A3 SLC13A3	entrez:100400232|entrez:100387605
CS201912132_93	VLMC SLC1A3-like SLC47A1	entrez:100399056
