Taxonomy_node_ID	clusterName	Markers
CS201912131_10	Inh L1-6 VIP SLC7A6OS	entrez:7432|entrez:84138
CS201912131_11	Inh L2 PAX6 FREM2	entrez:5080|entrez:341640
CS201912131_67	Inh L2 PVALB FRZB	entrez:5816|entrez:2487
CS201912131_26	Inh L2 VIP SLC6A16	entrez:7432|entrez:28968
CS201912131_47	Inh L2-3 SST NMU	entrez:6750|entrez:10874
CS201912131_63	Inh L2-5 PVALB HHIPL1	entrez:5816|entrez:84439
CS201912131_64	Inh L2-5 PVALB RPH3AL	entrez:5816|entrez:9501
CS201912131_33	Inh L2-5 VIP BSPRY	entrez:7432|entrez:54836
CS201912131_34	Inh L2-5 VIP SOX11	entrez:7432|entrez:6664
CS201912131_65	Inh L3 PVALB SAMD13	entrez:5816|entrez:148418
CS201912131_61	Inh L3-5 PVALB ISG20	entrez:5816|entrez:3669
CS201912131_41	Inh L3-5 SST CDH3	entrez:6750|entrez:1001
CS201912131_46	Inh L3-5 SST GGTLC3	entrez:6750|entrez:728226
CS201912131_45	Inh L3-5 SST OR5AH1P	entrez:6750|entrez:79336
CS201912131_30	Inh L3-5 VIP HS3ST3A1	entrez:7432|entrez:9955
CS201912131_28	Inh L3-5 VIP IGDCC3	entrez:7432|entrez:9543
CS201912131_39	Inh L3-5 VIP TAC3	entrez:7432|entrez:6866
CS201912131_7	Inh L3-6 PAX6 LINC01497	entrez:5080|entrez:102723487
CS201912131_38	Inh L3-6 VIP UG0898H09	entrez:7432|entrez:643763
CS201912131_35	Inh L3-6 VIP ZIM2-AS1	entrez:7432|entrez:101929059
CS201912131_62	Inh L5 PVALB LRIG3	entrez:5816|entrez:121227
CS201912131_42	Inh L5 SST RPL35AP11	entrez:6750|entrez:100271314
CS201912131_6	Inh L5-6 LAMP5 CRABP1	entrez:24141|entrez:1381
CS201912131_70	Inh L5-6 PVALB FAM150B	entrez:5816|entrez:285016
CS201912131_69	Inh L5-6 PVALB GAPDHP60	entrez:5816|entrez:2601
CS201912131_59	Inh L5-6 PVALB KCNIP2	entrez:5816|entrez:30819
CS201912131_71	Inh L5-6 PVALB MEPE	entrez:5816|entrez:56955
CS201912131_44	Inh L5-6 PVALB SST CRHR2	entrez:5816|entrez:6750|entrez:1395
CS201912131_60	Inh L5-6 PVALB ZFPM2-AS1	entrez:5816|entrez:102723356
CS201912131_53	Inh L5-6 SST BEAN1	entrez:6750|entrez:146227
CS201912131_55	Inh L5-6 SST C4orf26	entrez:6750|entrez:152816
CS201912131_54	Inh L5-6 SST DNAJC14	entrez:6750|entrez:85406
CS201912131_56	Inh L5-6 SST FBN2	entrez:6750|entrez:2201
CS201912131_43	Inh L5-6 SST ISX	entrez:6750|entrez:91464
CS201912131_57	Inh L5-6 SST KLHL1	entrez:6750|entrez:57626
CS201912131_48	Inh L5-6 SST PAWR	entrez:6750|entrez:5074
CS201912131_49	Inh L5-6 SST PIK3CD	entrez:6750|entrez:5293
CS201912131_31	Inh L5-6 VIP COL4A3	entrez:7432|entrez:1285
CS201912131_58	Inh L6 SST TH	entrez:6750|entrez:7054
CS201912131_118	OPC L1-6 PDGFRA COL20A1	entrez:5156|entrez:57642
CS201912131_120	Oligo L2-6 OPALIN FTH1P3	entrez:93377|entrez:2498
CS201912131_79	Oligo L2-6 OPALIN MAP6D1	entrez:93377|entrez:79929
CS201912131_119	Oligo L3-6 OPALIN ENPP6	entrez:133121
CS201912131_121	Oligo L5-6 OPALIN LDLRAP1	entrez:93377|entrez:26119
