Taxonomy_node_ID	clusterName	Markers
CS201912131_2	Inh L1 LAMP5 RAB11FIP1	entrez:158326|entrez:2070|entrez:23026|entrez:4629|entrez:80070
CS201912131_9	Inh L1 PAX6 CHRFAM7A	entrez:100505474|entrez:105|entrez:1139|entrez:1268|entrez:9547
CS201912131_8	Inh L1 PAX6 MIR101-1	entrez:2070|entrez:23026|entrez:5649|entrez:7048
CS201912131_16	Inh L1 PVALB-like SST ASIC4	entrez:105|entrez:1268|entrez:153768|entrez:344148|entrez:80332|entrez:9547
CS201912131_18	Inh L1 SST DEFB108B	entrez:105|entrez:1268|entrez:341359|entrez:64579|entrez:9547
CS201912131_17	Inh L1 SST P4HA3	entrez:105|entrez:1268|entrez:143872|entrez:2308|entrez:338596|entrez:9547
CS201912131_27	Inh L1 VIP KLHDC8B	entrez:139065|entrez:7432|entrez:9358
CS201912131_66	Inh L1-2 PVALB CDK20	entrez:101929680|entrez:170691|entrez:341359|entrez:81792|entrez:92293
CS201912131_50	Inh L1-2 SST CCNJL	entrez:30010|entrez:55553|entrez:6750|entrez:793|entrez:80309|entrez:92293
CS201912131_68	Inh L1-2 SST CLIC6	entrez:101929680|entrez:143872|entrez:170691|entrez:4734|entrez:6863
CS201912131_52	Inh L1-2 SST PRRT4	entrez:101927843|entrez:101929028|entrez:30010|entrez:55553|entrez:6750
CS201912131_20	Inh L1-2 VIP EXPH5	entrez:6344|entrez:7432|entrez:9705
CS201912131_12	Inh L1-2 VIP HTR3A	entrez:105|entrez:105373642|entrez:1268|entrez:3359|entrez:9547
CS201912131_22	Inh L1-2 VIP PTGER3	entrez:117583|entrez:131096|entrez:341359|entrez:7432
CS201912131_23	Inh L1-2 VIP SCML4	entrez:100506497|entrez:131096|entrez:25890|entrez:7432
CS201912131_13	Inh L1-2 VIP WNT4	entrez:105|entrez:105379064|entrez:1268|entrez:143425|entrez:9547
CS201912131_51	Inh L1-3 SST FAM20A	entrez:30010|entrez:5125|entrez:55553|entrez:6750|entrez:6863
CS201912131_19	Inh L1-3 VIP CBLN1	entrez:284825|entrez:3358|entrez:6866|entrez:7432
CS201912131_25	Inh L1-3 VIP CHRNA2	entrez:105373642|entrez:151242|entrez:2070|entrez:7432
CS201912131_24	Inh L1-3 VIP FNDC1	entrez:101927286|entrez:101928842|entrez:131096|entrez:7432
CS201912131_21	Inh L1-3 VIP HSPB6	entrez:3488|entrez:7432|entrez:901
CS201912131_32	Inh L1-5 VIP CD27-AS1	entrez:10788|entrez:162282|entrez:7432|entrez:93556
CS201912131_37	Inh L1-5 VIP LINC01013	entrez:117154|entrez:57522|entrez:7432|entrez:80731
CS201912131_36	Inh L1-5 VIP PHLDB3	entrez:1950|entrez:7432|entrez:80731
CS201912131_29	Inh L1-5 VIP SMOC1	entrez:284|entrez:64093|entrez:7432
CS201912131_3	Inh L1-6 LAMP5 AARD	entrez:153768|entrez:158326|entrez:2070|entrez:23026|entrez:23194|entrez:3815
CS201912131_5	Inh L1-6 LAMP5 CA1	entrez:2070|entrez:23026|entrez:4842|entrez:9951
CS201912131_4	Inh L1-6 LAMP5 NES	entrez:2042|entrez:2070|entrez:22854|entrez:23026|entrez:3815|entrez:4920
CS201912131_72	Inh L1-6 PVALB COL15A1	entrez:101929680|entrez:1306|entrez:170691|entrez:255743
CS201912131_10	Inh L1-6 VIP SLC7A6OS	entrez:105|entrez:1268|entrez:5090|entrez:9547
CS201912131_11	Inh L2 PAX6 FREM2	entrez:105|entrez:1268|entrez:148113|entrez:3490|entrez:9547
CS201912131_67	Inh L2 PVALB FRZB	entrez:101929680|entrez:140689|entrez:170691|entrez:285195|entrez:8490
CS201912131_26	Inh L2 VIP SLC6A16	entrez:105370456|entrez:343450|entrez:7432
CS201912131_47	Inh L2-3 SST NMU	entrez:30010|entrez:4842|entrez:55553|entrez:60495|entrez:63895|entrez:6750
CS201912131_63	Inh L2-5 PVALB HHIPL1	entrez:101929680|entrez:170691|entrez:29969|entrez:80070
CS201912131_64	Inh L2-5 PVALB RPH3AL	entrez:101929680|entrez:10631|entrez:11197|entrez:143872|entrez:170691|entrez:4645
CS201912131_33	Inh L2-5 VIP BSPRY	entrez:101927078|entrez:5139|entrez:7432|entrez:9705
CS201912131_34	Inh L2-5 VIP SOX11	entrez:3358|entrez:7432|entrez:80731|entrez:92949
CS201912131_65	Inh L3 PVALB SAMD13	entrez:101928964|entrez:101929680|entrez:170691|entrez:23213
CS201912131_61	Inh L3-5 PVALB ISG20	entrez:101926942|entrez:101929680|entrez:105377862|entrez:170691|entrez:22987
CS201912131_41	Inh L3-5 SST CDH3	entrez:158326|entrez:255743|entrez:30010|entrez:55553|entrez:6750|entrez:84109
CS201912131_46	Inh L3-5 SST GGTLC3	entrez:30010|entrez:346007|entrez:55553|entrez:5649|entrez:6750
CS201912131_45	Inh L3-5 SST OR5AH1P	entrez:11096|entrez:23194|entrez:30010|entrez:55553|entrez:6750
CS201912131_30	Inh L3-5 VIP HS3ST3A1	entrez:10788|entrez:25890|entrez:6581|entrez:7432
CS201912131_28	Inh L3-5 VIP IGDCC3	entrez:2069|entrez:50507|entrez:7432
CS201912131_39	Inh L3-5 VIP TAC3	entrez:128553|entrez:1310|entrez:347689|entrez:7432
CS201912131_7	Inh L3-6 PAX6 LINC01497	entrez:2070|entrez:23026|entrez:54873|entrez:5649
CS201912131_38	Inh L3-6 VIP UG0898H09	entrez:101928176|entrez:105373454|entrez:55568|entrez:7432
CS201912131_35	Inh L3-6 VIP ZIM2-AS1	entrez:5179|entrez:7432|entrez:9547
CS201912131_62	Inh L5 PVALB LRIG3	entrez:1004|entrez:101929680|entrez:170691|entrez:2262|entrez:51196
CS201912131_42	Inh L5 SST RPL35AP11	entrez:158326|entrez:1909|entrez:29953|entrez:30010|entrez:55553|entrez:6750
CS201912131_6	Inh L5-6 LAMP5 CRABP1	entrez:105379168|entrez:2070|entrez:23026|entrez:80310
CS201912131_70	Inh L5-6 PVALB FAM150B	entrez:101929680|entrez:170691|entrez:285016|entrez:3371|entrez:4604
CS201912131_69	Inh L5-6 PVALB GAPDHP60	entrez:101929680|entrez:10512|entrez:170691|entrez:2262|entrez:4604
CS201912131_59	Inh L5-6 PVALB KCNIP2	entrez:101929680|entrez:10451|entrez:10886|entrez:170691|entrez:2262
CS201912131_71	Inh L5-6 PVALB MEPE	entrez:101929680|entrez:170691|entrez:4604|entrez:56955|entrez:6840
CS201912131_44	Inh L5-6 PVALB SST CRHR2	entrez:10418|entrez:30010|entrez:3248|entrez:55553|entrez:6750|entrez:8490
CS201912131_60	Inh L5-6 PVALB ZFPM2-AS1	entrez:101929680|entrez:102723356|entrez:170691|entrez:65217|entrez:80031
CS201912131_53	Inh L5-6 SST BEAN1	entrez:29953|entrez:30010|entrez:55553|entrez:6750|entrez:80731|entrez:9037|entrez:92949
CS201912131_55	Inh L5-6 SST C4orf26	entrez:10418|entrez:30010|entrez:5179|entrez:55553|entrez:6750|entrez:80070
CS201912131_54	Inh L5-6 SST DNAJC14	entrez:30010|entrez:3082|entrez:3672|entrez:55553|entrez:6750|entrez:85439
CS201912131_56	Inh L5-6 SST FBN2	entrez:30010|entrez:3062|entrez:55553|entrez:57626|entrez:6750
CS201912131_43	Inh L5-6 SST ISX	entrez:1310|entrez:30010|entrez:55553|entrez:6750|entrez:80036
CS201912131_57	Inh L5-6 SST KLHL1	entrez:246213|entrez:30010|entrez:55553|entrez:57565|entrez:64579|entrez:6750
CS201912131_48	Inh L5-6 SST PAWR	entrez:29953|entrez:30010|entrez:55553|entrez:64097|entrez:64579|entrez:6750
CS201912131_49	Inh L5-6 SST PIK3CD	entrez:100996671|entrez:30010|entrez:55553|entrez:57565|entrez:6750
CS201912131_31	Inh L5-6 VIP COL4A3	entrez:115207|entrez:117583|entrez:25890|entrez:7432
CS201912131_58	Inh L6 SST TH	entrez:100128108|entrez:30010|entrez:55553|entrez:6750|entrez:7054
CS201912131_118	OPC L1-6 PDGFRA COL20A1	entrez:1462|entrez:202374
CS201912131_120	Oligo L2-6 OPALIN FTH1P3	entrez:101927459|entrez:5168
CS201912131_79	Oligo L2-6 OPALIN MAP6D1	entrez:103689918|entrez:4155|entrez:5168|entrez:9705
CS201912131_119	Oligo L3-6 OPALIN-like ENPP6	entrez:101927199|entrez:220416|entrez:5129|entrez:6285|entrez:9705
CS201912131_121	Oligo L5-6 OPALIN LDLRAP1	entrez:3834|entrez:7039|entrez:84915
