Taxonomy_node_ID	clusterName	Markers
CS202002013_13	Sncg Npy2r	ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000023064
CS202002013_10	Sncg Slc17a8	ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000023064
CS202002013_42	Sst C1ql3_1	ensembl:ENSMUSG00000049630|ensembl:ENSMUSG00000004366 
CS202002013_43	Sst C1ql3_2	ensembl:ENSMUSG00000049630|ensembl:ENSMUSG00000004366 
CS202002013_39	Sst Calb2	ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000004366 
CS202002013_28	Sst Chodl	ensembl:ENSMUSG00000022860|ensembl:ENSMUSG00000004366 
CS202002013_36	Sst Crhr2_1	ensembl:ENSMUSG00000003476|ensembl:ENSMUSG00000004366 
CS202002013_37	Sst Crhr2_2	ensembl:ENSMUSG00000003476|ensembl:ENSMUSG00000004366 
CS202002013_34	Sst Etv1_1	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000004366 
CS202002013_38	Sst Hpse	ensembl:ENSMUSG00000035273|ensembl:ENSMUSG00000004366 
CS202002013_33	Sst Htr1a	ensembl:ENSMUSG00000021721|ensembl:ENSMUSG00000004366 
CS202002013_30	Sst Myh8_1	ensembl:ENSMUSG00000055775|ensembl:ENSMUSG00000004366  
CS202002013_31	Sst Myh8_2	ensembl:ENSMUSG00000055775|ensembl:ENSMUSG00000004366  
CS202002013_32	Sst Myh8_3	ensembl:ENSMUSG00000055775|ensembl:ENSMUSG00000004366  
CS202002013_29	Sst Penk	ensembl:ENSMUSG00000045573|ensembl:ENSMUSG00000004366 
CS202002013_41	Sst Pvalb Calb2	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000004366
CS202002013_35	Sst Pvalb Etv1	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000004151
CS202002013_44	Sst Tac2	ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000004366  
CS202002013_45	Sst Th_1	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366 
CS202002013_46	Sst Th_2	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366 
CS202002013_47	Sst Th_3	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366 
CS202002013_40	Sst_Pappa	ensembl:ENSMUSG00000028370|ensembl:ENSMUSG00000004366 
CS202002013_104	VLMC_1	
CS202002013_105	VLMC_2	
CS202002013_106	VLMC_3	
CS202002013_107	VLMC_4	
CS202002013_108	VLMC_5	
CS202002013_109	VLMC_6	
CS202002013_110	VLMC_7	
CS202002013_20	Vip C1ql1	ensembl:ENSMUSG00000045532|ensembl:ENSMUSG00000019772
CS202002013_23	Vip Chat_1	ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000019772
CS202002013_25	Vip Chat_2	ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000019772 
CS202002013_19	Vip Gpc3	ensembl:ENSMUSG00000055653|ensembl:ENSMUSG00000019772
CS202002013_18	Vip Htr1f_1	ensembl:ENSMUSG00000050783|ensembl:ENSMUSG00000019772
CS202002013_26	Vip Igfbp6_1	ensembl:ENSMUSG00000023046
CS202002013_27	Vip Igfbp6_2	ensembl:ENSMUSG00000023046|ensembl:ENSMUSG00000019772
CS202002013_22	Vip Mybpc1_1	ensembl:ENSMUSG00000020061|ensembl:ENSMUSG00000019772
CS202002013_21	Vip Mybpc1_2	ensembl:ENSMUSG00000020061|ensembl:ENSMUSG00000019772
CS202002013_24	Vip Mybpc1_3	ensembl:ENSMUSG00000020061|ensembl:ENSMUSG00000019772
CS202002013_15	Vip Serpinf1_1	ensembl:ENSMUSG00000000753|ensembl:ENSMUSG00000019772
CS202002013_16	Vip Serpinf1_2	ensembl:ENSMUSG00000000753|ensembl:ENSMUSG00000019772
CS202002013_17	Vip Serpinf1_3	ensembl:ENSMUSG00000000753 
CS202002013_14	Vip Sncg	ensembl:ENSMUSG00000023064|ensembl:ENSMUSG00000019772 
CS202002013_121		
CS202002013_122		
CS202002013_150		
CS202002013_124		
CS202002013_151		
CS202002013_180		
CS202002013_132		
CS202002013_152		
CS202002013_168		
CS202002013_181		
CS202002013_196		
CS202002013_153		
CS202002013_169		
CS202002013_171		
CS202002013_182		
CS202002013_220		
CS202002013_141		
CS202002013_158		
CS202002013_172		
CS202002013_185		
CS202002013_219		
CS202002013_142		
CS202002013_160		
CS202002013_173		
CS202002013_186		
CS202002013_198		
CS202002013_126		
CS202002013_129		
CS202002013_145		
CS202002013_154		
CS202002013_162		
CS202002013_174		
CS202002013_187		
CS202002013_199		
CS202002013_204		
CS202002013_127		
CS202002013_130		
CS202002013_135		
CS202002013_139		
CS202002013_143		
CS202002013_146		
CS202002013_156		
CS202002013_159		
CS202002013_163		
CS202002013_165		
CS202002013_175		
CS202002013_194		
CS202002013_200		
CS202002013_205		
CS202002013_213		
CS202002013_216		
CS202002013_223		
CS202002013_226		
CS202002013_230		
CS202002013_120		
CS202002013_128		
CS202002013_131		
CS202002013_134		
CS202002013_136		
CS202002013_137		
CS202002013_140		
CS202002013_144		
CS202002013_147		
CS202002013_148		
CS202002013_149		
CS202002013_155		
CS202002013_157		
CS202002013_161		
CS202002013_164		
CS202002013_166		
CS202002013_167		
CS202002013_170		
CS202002013_176		
CS202002013_177		
CS202002013_178		
CS202002013_184		
CS202002013_188		
CS202002013_190		
CS202002013_191		
CS202002013_195		
CS202002013_201		
CS202002013_202		
CS202002013_206		
CS202002013_208		
CS202002013_211		
CS202002013_214		
CS202002013_215		
CS202002013_217		
CS202002013_218		
CS202002013_224		
CS202002013_225		
CS202002013_227		
CS202002013_228		
CS202002013_231		
