Taxonomy_node_ID	clusterName	Markers
CS1908210043	Inh L4-6 PVALB SULF1	entrez:5816|entrez:23213
CS1908210044	Inh L5-6 SST MIR548F2	entrez:6750|entrez:100313771
CS1908210045	Inh L2-5 PVALB SCUBE3	entrez:5816|entrez:222663
CS1908210046	Exc L2 LAMP5 LTK	entrez:24141|entrez:4058
CS1908210047	Exc L2-4 LINC00507 GLP2R	entrez:100862680|entrez:9340
CS1908210048	Exc L2-3 LINC00507 FREM3	entrez:100862680|entrez:166752
CS1908210049	Exc L5-6 THEMIS C1QL3	entrez:387357|entrez:389941
CS1908210050	Exc L3-4 RORB CARM1P1	entrez:6096|entrez:100130873
CS1908210051	Exc L3-5 RORB ESR1	entrez:6096|entrez:2099
CS1908210052	Exc L3-5 RORB COL22A1	entrez:6096|entrez:169044
CS1908210053	Exc L3-5 RORB FILIP1L	entrez:6096|entrez:11259
CS1908210054	Exc L3-5 RORB TWIST2	entrez:6096|entrez:117581
CS1908210055	Exc L4-5 RORB FOLH1B	entrez:6096|entrez:219595
CS1908210056	Exc L4-6 RORB SEMA3E	entrez:6096|entrez:9723
CS1908210057	Exc L4-5 RORB DAPK2	entrez:6096|entrez:23604
CS1908210058	Exc L5-6 RORB TTC12	entrez:6096|entrez:54970
CS1908210059	Exc L4-6 RORB C1R	entrez:6096|entrez:715
CS1908210060	Exc L4-5 FEZF2 SCN4B	entrez:55079|entrez:6330
CS1908210061	Exc L5-6 THEMIS DCSTAMP	entrez:387357|entrez:81501
CS1908210062	Exc L5-6 THEMIS CRABP1	entrez:387357|entrez:1381
CS1908210063	Exc L5-6 THEMIS FGF10	entrez:387357|entrez:2255
CS1908210064	Exc L4-6 FEZF2 IL26	entrez:55079|entrez:55801
CS1908210065	Exc L5-6 FEZF2 ABO	entrez:55079|entrez:28
CS1908210066	Exc L6 FEZF2 SCUBE1	entrez:55079|entrez:80274
CS1908210067	Exc L5-6 FEZF2 IL15	entrez:55079|entrez:3600
CS1908210068	Exc L6 FEZF2 OR2T8	entrez:55079|entrez:343172
CS1908210069	Exc L5-6 FEZF2 EFTUD1P1	entrez:55079|entrez:648809
CS1908210070	OPC L1-6 PDGFRA	entrez:5156
CS1908210071	Astro L1-6 FGFR3 SLC14A1	entrez:2261|entrez:6563
CS1908210072	Astro L1-2 FGFR3 GFAP	entrez:2261|entrez:2670
CS1908210073	Oligo L1-6 OPALIN	entrez:93377
CS1908210074	Endo L2-6 NOSTRIN	entrez:115677
CS1908210075	Micro L1-6 TYROBP	entrez:7305
CS1908210148		
