cell_set_preferred_alias,original_label,cell_set_label,cell_set_accession,cell_set_aligned_alias,cell_set_additional_alias,cell_set_alias_assignee,cell_set_alias_citation,cell_set_structure,cell_set_ontology_tag,taxonomy_id,species,modality,child_cell_set_accessions
L23_IT_1,L23_IT_1,MERFISH 43,CS202103210_43,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L23_IT_2,L23_IT_2,MERFISH 44,CS202103210_44,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L23_IT_5,L23_IT_5,MERFISH 45,CS202103210_45,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L23_IT_3,L23_IT_3,MERFISH 46,CS202103210_46,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L23_IT_4,L23_IT_4,MERFISH 47,CS202103210_47,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L45_IT_1,L45_IT_1,MERFISH 48,CS202103210_48,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L45_IT_2,L45_IT_2,MERFISH 49,CS202103210_49,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L45_IT_SSp_1,L45_IT_SSp_1,MERFISH 50,CS202103210_50,,,Meng Zhang,10.1101/2020.06.04.105700,neocortex,UBERON_0001950,CCN202103210,Mouse,MERFISH,
L45_IT_SSp_2,L45_IT_SSp_2,MERFISH 51,CS202103210_51,,,Meng Zhang,10.1101/2020.06.04.105700,neocortex,UBERON_0001950,CCN202103210,Mouse,MERFISH,
L45_IT_5,L45_IT_5,MERFISH 52,CS202103210_52,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L45_IT_4,L45_IT_4,MERFISH 53,CS202103210_53,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L45_IT_3,L45_IT_3,MERFISH 54,CS202103210_54,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_IT_1,L5_IT_1,MERFISH 55,CS202103210_55,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_IT_2,L5_IT_2,MERFISH 56,CS202103210_56,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_IT_3,L5_IT_3,MERFISH 57,CS202103210_57,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_IT_4,L5_IT_4,MERFISH 58,CS202103210_58,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_IT_1,L6_IT_1,MERFISH 59,CS202103210_59,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_IT_2,L6_IT_2,MERFISH 60,CS202103210_60,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_IT_3,L6_IT_3,MERFISH 61,CS202103210_61,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_IT_Car3,L6_IT_Car3,MERFISH 62,CS202103210_62,L6 IT Car3,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_PT_5,L5_PT_5,MERFISH 63,CS202103210_63,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_PT_1,L5_PT_1,MERFISH 64,CS202103210_64,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_PT_3,L5_PT_3,MERFISH 65,CS202103210_65,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_PT_2,L5_PT_2,MERFISH 66,CS202103210_66,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5_PT_4,L5_PT_4,MERFISH 67,CS202103210_67,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_5,L6_CT_5,MERFISH 68,CS202103210_68,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_1,L6_CT_1,MERFISH 69,CS202103210_69,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_3,L6_CT_3,MERFISH 70,CS202103210_70,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_2,L6_CT_2,MERFISH 71,CS202103210_71,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_4,L6_CT_4,MERFISH 72,CS202103210_72,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_9,L6_CT_9,MERFISH 73,CS202103210_73,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_6,L6_CT_6,MERFISH 74,CS202103210_74,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_7,L6_CT_7,MERFISH 75,CS202103210_75,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6_CT_8,L6_CT_8,MERFISH 76,CS202103210_76,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6b_3,L6b_3,MERFISH 77,CS202103210_77,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6b_1,L6b_1,MERFISH 78,CS202103210_78,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6b_2,L6b_2,MERFISH 79,CS202103210_79,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L56_NP_1,L56_NP_1,MERFISH 80,CS202103210_80,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L56_NP_2,L56_NP_2,MERFISH 81,CS202103210_81,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Astro_3,Astro_3,MERFISH 82,CS202103210_82,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Astro_2,Astro_2,MERFISH 83,CS202103210_83,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Astro_1,Astro_1,MERFISH 84,CS202103210_84,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
OPC,OPC,MERFISH 85,CS202103210_85,OPC,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Oligo_3,Oligo_3,MERFISH 86,CS202103210_86,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Oligo_2,Oligo_2,MERFISH 87,CS202103210_87,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Oligo_1,Oligo_1,MERFISH 88,CS202103210_88,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Endo,Endo,MERFISH 89,CS202103210_89,Endothelial,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
VLMC,VLMC,MERFISH 90,CS202103210_90,VLMC,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
SMC,SMC,MERFISH 91,CS202103210_91,SMC,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Peri,Peri,MERFISH 92,CS202103210_92,Pericyte,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Micro_1,Micro_1,MERFISH 93,CS202103210_93,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Micro_2,Micro_2,MERFISH 94,CS202103210_94,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
PVM,PVM,MERFISH 95,CS202103210_95,PVM,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Lamp5,Lamp5,MERFISH 01-08,CS202103210_96,Lamp5,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Sncg,Sncg,MERFISH 10-11,CS202103210_97,Sncg,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Vip,Vip,"MERFISH 09, 12-21",CS202103210_98,Vip,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Sst,Sst,MERFISH 22-30,CS202103210_99,Sst,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Pvalb,Pvalb,MERFISH 31-42,CS202103210_100,Pvalb,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Chandelier,Chandelier,MERFISH 41-42,CS202103210_101,Chandelier,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L2/3 IT,L2/3 IT,MERFISH 43-47,CS202103210_102,L2/3 IT,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L4/5 IT (MOp),L4/5 IT (MOp),"MERFISH 48-49, 52-54",CS202103210_103,,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L4/5 IT (SSp),L4/5 IT (SSp),MERFISH 50-51,CS202103210_104,,,Meng Zhang,10.1101/2020.06.04.105700,neocortex,UBERON_0001950,CCN202103210,Mouse,MERFISH,
L5 IT,L5 IT,MERFISH 55-58,CS202103210_105,L5 IT,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6 IT,L6 IT,MERFISH 59-61,CS202103210_106,L6 IT,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5 PT,L5 PT,MERFISH 63-67,CS202103210_107,L5 ET,L5 PT|L5 CF,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5 PT (Non-MY-projecting),L5 PT (Non-MY-projecting),MERFISH 64-67,CS202103210_108,,L5 ET (Non-MY-projecting),Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6 CT,L6 CT,MERFISH 68-76,CS202103210_109,L6 CT,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L6b,L6b,MERFISH 77-79,CS202103210_110,L6b,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L5/6 NP,L5/6 NP,MERFISH 80-81,CS202103210_111,L5/6 NP,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Astrocyte,Astrocyte,MERFISH 82-84,CS202103210_112,Astrocyte,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Oligodendrocyte,Oligodendrocyte,MERFISH 86-88,CS202103210_113,Oligodendrocyte,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Microglia,Microglia,MERFISH 93-94,CS202103210_114,Microglia,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Microglia-PVM,Microglia-PVM,MERFISH 93-95,CS202103210_115,Microglia-PVM,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
CGE/PoA,CGE/PoA,MERFISH 01-21,CS202103210_116,CGE/PoA,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
MGE,MGE,MERFISH 22-42,CS202103210_117,MGE,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
GABAergic,GABAergic,MERFISH 01-42,CS202103210_118,Neuronal: GABAergic,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
IT projecting,IT projecting,MERFISH 43-61,CS202103210_119,IT projecting,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Non-IT projecting,Non-IT projecting,MERFISH 62-81,CS202103210_120,Non-IT projecting,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Glutamatergic,Glutamatergic,MERFISH 43-81,CS202103210_121,Neuronal: Glutamatergic,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Non-Neuronal,Non-Neuronal,MERFISH 82-88,CS202103210_122,Non-neuronal,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Non-Neural,Non-Neural,MERFISH 89-95,CS202103210_123,Non-neural,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
Oligodendrocyte-OPC,Oligodendrocyte-OPC,MERFISH 86-88,CS202103210_124,Oligodendrocyte-OPC,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
L4/5 IT,L4/5 IT,"MERFISH 48-49, 52-54",CS202103210_125,L4/5 IT,,Meng Zhang,10.1101/2020.06.04.105700,primary motor cortex,UBERON:0001384,CCN202103210,Mouse,MERFISH,
