defined_class	prefLabel	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_ID	Alias_citations	Minimal_markers	Allen_markers	Brain_region_abbv	Species_abbv	Individual	part_of	has_soma_location	aligned_alias	marker_gene_set
http://purl.obolibrary.org/obo/PCL_0011011	Sncg Calb1_1	Sncg Calb1_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_11	PMID:34616066	ensembl:ENSMUSG00000027849|ensembl:ENSMUSG00000042045|ensembl:ENSMUSG00000063661	ensembl:ENSMUSG00000023064|ensembl:ENSMUSG00000028222	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_11		UBERON:0001384		PCL:0012511
http://purl.obolibrary.org/obo/PCL_0011012	Sncg Calb1_2	Sncg Calb1_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_12	PMID:34616066	ensembl:ENSMUSG00000024376|ensembl:ENSMUSG00000027849|ensembl:ENSMUSG00000028222	ensembl:ENSMUSG00000023064|ensembl:ENSMUSG00000028222	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_12		UBERON:0001384		PCL:0012512
http://purl.obolibrary.org/obo/PCL_0011013	Sncg Npy2r	Sncg Npy2r	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_13	PMID:34616066	ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000029101	ensembl:ENSMUSG00000023064|ensembl:ENSMUSG00000028004	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_13		UBERON:0001384		PCL:0012513
http://purl.obolibrary.org/obo/PCL_0011014	Vip Sncg	Small CCK basket cell|Vip Sncg	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_14	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000022656|ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000023064|ensembl:ENSMUSG00000032532	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_14		UBERON:0001384		PCL:0012514
http://purl.obolibrary.org/obo/PCL_0011015	Vip Serpinf1_1	Vip Serpinf1_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_15	PMID:34616066	ensembl:ENSMUSG00000026475|ensembl:ENSMUSG00000027996	ensembl:ENSMUSG00000000753|ensembl:ENSMUSG00000019772	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_15		UBERON:0001384		PCL:0012515
http://purl.obolibrary.org/obo/PCL_0011016	Vip Serpinf1_2	Vip Serpinf1_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_16	PMID:34616066	ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000038718	ensembl:ENSMUSG00000000753|ensembl:ENSMUSG00000019772	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_16		UBERON:0001384		PCL:0012516
http://purl.obolibrary.org/obo/PCL_0011017	Vip-like Serpinf1_3	Vip Serpinf1_3|Vip-like Serpinf1_3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_17	PMID:34616066	ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000025813|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000040624	ensembl:ENSMUSG00000000753	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_17		UBERON:0001384		PCL:0012517
http://purl.obolibrary.org/obo/PCL_0011018	Vip Htr1f	Vip Htr1f	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_18	PMID:34616066	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000045648	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000050783	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_18		UBERON:0001384		PCL:0012518
http://purl.obolibrary.org/obo/PCL_0011019	Vip Gpc3	Vip Gpc3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_19	PMID:34616066	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000041741	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000055653	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_19		UBERON:0001384		PCL:0012519
http://purl.obolibrary.org/obo/PCL_0011020	Vip C1ql1	Vip C1ql1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_20	PMID:34616066	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000020042|ensembl:ENSMUSG00000031963|ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000045532	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_20		UBERON:0001384		PCL:0012520
http://purl.obolibrary.org/obo/PCL_0011021	Vip Mybpc1_2	Vip Mybpc1_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_21	PMID:34616066	ensembl:ENSMUSG00000032269|ensembl:ENSMUSG00000112276	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000020061	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_21		UBERON:0001384		PCL:0012521
http://purl.obolibrary.org/obo/PCL_0011022	Vip Mybpc1_1	Vip Mybpc1_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_22	PMID:34616066	ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000110281	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000020061	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_22		UBERON:0001384		PCL:0012522
http://purl.obolibrary.org/obo/PCL_0011023	Vip Chat_1	Vip Chat_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_23	PMID:34616066	ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000028004	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000021919	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_23		UBERON:0001384		PCL:0012523
http://purl.obolibrary.org/obo/PCL_0011024	Vip Mybpc1_3	Vip Mybpc1_3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_24	PMID:34616066	ensembl:ENSMUSG00000024211|ensembl:ENSMUSG00000060371	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000020061	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_24		UBERON:0001384		PCL:0012524
http://purl.obolibrary.org/obo/PCL_0011025	Vip Chat_2	Vip Chat_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_25	PMID:34616066	ensembl:ENSMUSG00000026322|ensembl:ENSMUSG00000032017	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000021919	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_25		UBERON:0001384		PCL:0012525
http://purl.obolibrary.org/obo/PCL_0011026	Vip-like Igfbp6_1	Vip Igfbp6_1|Vip-like Igfbp6_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_26	PMID:34616066	ensembl:ENSMUSG00000032625|ensembl:ENSMUSG00000110468	ensembl:ENSMUSG00000023046	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_26		UBERON:0001384		PCL:0012526
http://purl.obolibrary.org/obo/PCL_0011027	Vip Igfbp6_2	Vip Igfbp6_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_27	PMID:34616066	ensembl:ENSMUSG00000042581|ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000023046	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_27		UBERON:0001384		PCL:0012527
http://purl.obolibrary.org/obo/PCL_0011028	Sst Chodl	Sst Chodl|Sst Chodl|Long-projecting SST cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_28	PMID:34616066|PMID:34616062|PMID:33184512	ensembl:ENSMUSG00000029361	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000022860	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_28		UBERON:0001384	Sst Chodl	PCL:0012528
http://purl.obolibrary.org/obo/PCL_0011029	Sst Penk	Sst Penk	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_29	PMID:34616066	ensembl:ENSMUSG00000021647|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000097462	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000045573	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_29		UBERON:0001384		PCL:0012529
http://purl.obolibrary.org/obo/PCL_0011030	Sst Myh8_1	Sst Myh8_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_30	PMID:34616066	ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000055775	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_30		UBERON:0001384		PCL:0012530
http://purl.obolibrary.org/obo/PCL_0011031	Sst Myh8_2	Sst Myh8_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_31	PMID:34616066	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000051910|ensembl:ENSMUSG00000055214	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000055775	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_31		UBERON:0001384		PCL:0012531
http://purl.obolibrary.org/obo/PCL_0011032	Sst Myh8_3	Sst Myh8_3	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_32	PMID:34616066	ensembl:ENSMUSG00000019828|ensembl:ENSMUSG00000025370	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000055775	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_32		UBERON:0001384		PCL:0012532
http://purl.obolibrary.org/obo/PCL_0011033	Sst Htr1a	Sst Htr1a	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_33	PMID:34616066	ensembl:ENSMUSG00000027400|ensembl:ENSMUSG00000105068	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000021721	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_33		UBERON:0001384		PCL:0012533
http://purl.obolibrary.org/obo/PCL_0011034	Sst Etv1	Sst Etv1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_34	PMID:34616066	ensembl:ENSMUSG00000024598|ensembl:ENSMUSG00000026141|ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_34		UBERON:0001384		PCL:0012534
http://purl.obolibrary.org/obo/PCL_0011035	Sst Pvalb Etv1	Sst Pvalb Etv1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_35	PMID:34616066	ensembl:ENSMUSG00000038156|ensembl:ENSMUSG00000039137|ensembl:ENSMUSG00000095105	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000005716	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_35		UBERON:0001384		PCL:0012535
http://purl.obolibrary.org/obo/PCL_0011036	Sst Crhr2_1	Sst Crhr2_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_36	PMID:34616066	ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000026393|ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000003476|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_36		UBERON:0001384		PCL:0012536
http://purl.obolibrary.org/obo/PCL_0011037	Sst Crhr2_2	Sst Crhr2_2|Sst_4	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_37	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000026765|ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000003476|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_37		UBERON:0001384	Sst_4	PCL:0012537
http://purl.obolibrary.org/obo/PCL_0011038	Sst Hpse	L4 SST cell|Sst Hpse	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_38	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000030222|ensembl:ENSMUSG00000035273	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000035273	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_38		UBERON:0001384		PCL:0012538
http://purl.obolibrary.org/obo/PCL_0011039	Sst Calb2	Sst Calb2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_39	PMID:34616066	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000027965	ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_39		UBERON:0001384		PCL:0012539
http://purl.obolibrary.org/obo/PCL_0011040	Sst Pappa	Sst Pappa	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_40	PMID:34616066	ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000116610	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000028370	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_40		UBERON:0001384		PCL:0012540
http://purl.obolibrary.org/obo/PCL_0011041	Sst Pvalb Calb2	L2/3 PV-like cell|Sst Pvalb Calb2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_41	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000020000|ensembl:ENSMUSG00000029334	ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000005716	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_41		UBERON:0001384		PCL:0012541
http://purl.obolibrary.org/obo/PCL_0011042	Sst C1ql3_1	Sst C1ql3_1|Sst_5	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_42	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000052062|ensembl:ENSMUSG00000111950	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000049630	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_42		UBERON:0001384	Sst_5	PCL:0012542
http://purl.obolibrary.org/obo/PCL_0011043	Sst C1ql3_2	Sst C1ql3_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_43	PMID:34616066	ensembl:ENSMUSG00000030074|ensembl:ENSMUSG00000035131|ensembl:ENSMUSG00000049001	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000049630	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_43		UBERON:0001384		PCL:0012543
http://purl.obolibrary.org/obo/PCL_0011044	Sst Tac2	Sst Tac2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_44	PMID:34616066	ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000025400	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_44		UBERON:0001384		PCL:0012544
http://purl.obolibrary.org/obo/PCL_0011045	Sst Th_1	Sst Th_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_45	PMID:34616066	ensembl:ENSMUSG00000022306|ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000040710	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_45		UBERON:0001384		PCL:0012545
http://purl.obolibrary.org/obo/PCL_0011046	Sst Th_2	Sst Th_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_46	PMID:34616066	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000045731|ensembl:ENSMUSG00000052062	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_46		UBERON:0001384		PCL:0012546
http://purl.obolibrary.org/obo/PCL_0011047	Sst Th_3	Sst Th_3|Sst_7	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_47	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_47		UBERON:0001384	Sst_7	PCL:0012547
http://purl.obolibrary.org/obo/PCL_0011048	Pvalb Gabrg1	L6 FS cell w/ large sag|Pvalb Gabrg1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_48	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000001260	ensembl:ENSMUSG00000001260|ensembl:ENSMUSG00000005716	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_48		UBERON:0001384		PCL:0012548
http://purl.obolibrary.org/obo/PCL_0011049	Pvalb Egfem1	Pvalb Egfem1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_49	PMID:34616066	ensembl:ENSMUSG00000036834|ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000073154	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000063600	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_49		UBERON:0001384		PCL:0012549
http://purl.obolibrary.org/obo/PCL_0011050	Pvalb Gpr149	Pvalb Gpr149	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_50	PMID:34616066	ensembl:ENSMUSG00000022297|ensembl:ENSMUSG00000026452|ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000043441	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_50		UBERON:0001384		PCL:0012550
http://purl.obolibrary.org/obo/PCL_0011051	Pvalb Kank4	Pvalb Kank4	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_51	PMID:34616066	ensembl:ENSMUSG00000010066|ensembl:ENSMUSG00000026452|ensembl:ENSMUSG00000034310|ensembl:ENSMUSG00000063531	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000035407	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_51		UBERON:0001384		PCL:0012551
http://purl.obolibrary.org/obo/PCL_0011052	Pvalb Calb1_1	Pvalb Calb1_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_52	PMID:34616066	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000069132|ensembl:ENSMUSG00000100650	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000028222	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_52		UBERON:0001384		PCL:0012552
http://purl.obolibrary.org/obo/PCL_0011053	Pvalb Calb1_2	Pvalb Calb1_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_53	PMID:34616066	ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000061762	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000028222	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_53		UBERON:0001384		PCL:0012553
http://purl.obolibrary.org/obo/PCL_0011054	Pvalb Reln	Pvalb Reln	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_54	PMID:34616066	ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000111061	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000042453	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_54		UBERON:0001384		PCL:0012554
http://purl.obolibrary.org/obo/PCL_0011055	Pvalb Il1rapl2	Pvalb Il1rapl2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_55	PMID:34616066	ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000059203	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_55		UBERON:0001384		PCL:0012555
http://purl.obolibrary.org/obo/PCL_0011056	Pvalb Vipr2_1	Pvalb Vipr2_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_56	PMID:34616066	ensembl:ENSMUSG00000001496|ensembl:ENSMUSG00000002900	ensembl:ENSMUSG00000005716	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_56		UBERON:0001384		PCL:0012556
http://purl.obolibrary.org/obo/PCL_0011057	Pvalb Vipr2_2	Pvalb Vipr2_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_57	PMID:34616066	ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000067028	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000011171	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_57		UBERON:0001384		PCL:0012557
http://purl.obolibrary.org/obo/PCL_0011058	L2/3 IT_1	L2/3 IT_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_58	PMID:34616066	ensembl:ENSMUSG00000009376|ensembl:ENSMUSG00000036545|ensembl:ENSMUSG00000098097		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_58		UBERON:0001384		PCL:0012558
http://purl.obolibrary.org/obo/PCL_0011059	L2/3 IT_2	L2/3 IT_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_59	PMID:34616066	ensembl:ENSMUSG00000026676|ensembl:ENSMUSG00000027210|ensembl:ENSMUSG00000029705|ensembl:ENSMUSG00000062372		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_59		UBERON:0001384		PCL:0012559
http://purl.obolibrary.org/obo/PCL_0011060	L2/3 IT_3	L2/3 IT_3	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_60	PMID:34616066	ensembl:ENSMUSG00000031216|ensembl:ENSMUSG00000042589|ensembl:ENSMUSG00000056427		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_60		UBERON:0001384		PCL:0012560
